assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,player,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,total_points
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,109.0,0.0,1.0,0.0,3715.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,109.0,0.0,2.0,0.0,3070.0,0.0,2.0,0.0,0.0,-744.0,16.0,760.0,45.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,109.0,0.0,3.0,0.0,2316.0,1.0,0.0,0.0,0.0,-847.0,25.0,872.0,44.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,109.0,0.0,4.0,0.0,1767.0,2.0,1.0,0.0,0.0,-555.0,6.0,561.0,44.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,109.0,0.0,5.0,0.0,1593.0,1.0,3.0,0.0,0.0,-180.0,3.0,183.0,44.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,109.0,0.0,6.0,0.0,1442.0,1.0,4.0,0.0,0.0,-155.0,5.0,160.0,44.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,109.0,0.0,7.0,0.0,1371.0,1.0,1.0,0.0,0.0,-73.0,5.0,78.0,44.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,109.0,0.0,8.0,0.0,1300.0,0.0,0.0,0.0,0.0,-79.0,2.0,81.0,44.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,109.0,0.0,9.0,0.0,1256.0,0.0,4.0,0.0,0.0,-45.0,2.0,47.0,44.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,109.0,0.0,10.0,0.0,1224.0,0.0,0.0,0.0,0.0,-34.0,0.0,34.0,44.0,1.0,0.0,0.0
