assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,player,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,total_points
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,356.0,0.0,1.0,0.0,2392.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,356.0,0.0,2.0,0.0,2742.0,4.0,1.0,0.0,0.0,-276.0,77.0,353.0,45.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,356.0,0.0,3.0,0.0,2646.0,1.0,3.0,0.0,0.0,-306.0,78.0,384.0,45.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,356.0,0.0,4.0,0.0,2638.0,2.0,1.0,0.0,0.0,-199.0,80.0,279.0,45.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,356.0,0.0,5.0,0.0,2598.0,0.0,4.0,0.0,0.0,-128.0,50.0,178.0,44.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,356.0,0.0,6.0,0.0,2606.0,3.0,1.0,0.0,0.0,-92.0,68.0,160.0,44.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,356.0,0.0,7.0,0.0,2599.0,0.0,2.0,0.0,0.0,-66.0,57.0,123.0,44.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,356.0,0.0,8.0,0.0,2594.0,1.0,1.0,0.0,0.0,-77.0,43.0,120.0,44.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,356.0,0.0,9.0,0.0,2605.0,1.0,1.0,0.0,0.0,-37.0,39.0,76.0,44.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,356.0,0.0,10.0,0.0,2626.0,4.0,0.0,0.0,0.0,-29.0,42.0,71.0,44.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,356.0,0.0,11.0,0.0,2655.0,1.0,1.0,0.0,0.0,-31.0,58.0,89.0,44.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,356.0,0.0,12.0,0.0,2715.0,2.0,1.0,0.0,0.0,-31.0,63.0,94.0,43.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,356.0,0.0,13.0,0.0,2732.0,2.0,1.0,0.0,0.0,-19.0,39.0,58.0,43.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,356.0,0.0,14.0,0.0,2731.0,3.0,1.0,0.0,0.0,-37.0,28.0,65.0,43.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,356.0,0.0,15.0,0.0,2751.0,2.0,4.0,0.0,0.0,-16.0,27.0,43.0,43.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,356.0,0.0,16.0,0.0,2752.0,0.0,2.0,0.0,0.0,-23.0,23.0,46.0,43.0,1.0,0.0,0.0
