name,team,position,value,total_points
Aaron Cresswell,21,2,52.0,1.0
Aaron Lennon,11,3,55.0,0.0
Abel Hernández,88,4,59.0,5.0
Adama Diomande,88,4,45.0,0.0
Adam Federici,91,1,44.0,0.0
Adam Lallana,14,3,70.0,1.0
Adam Smith,91,2,45.0,1.0
Ademola Lookman,11,3,54.0,0.0
Adrián San Miguel del Castillo,21,1,46.0,0.0
Ahmed El Mohamady,88,3,46.0,4.0
Aiden O'Neill,90,3,43.0,0.0
Alberto Moreno,14,2,44.0,0.0
Alexander Manninger,14,1,40.0,0.0
Alex Bruce,88,2,40.0,0.0
Alex Palmer,35,1,40.0,0.0
Alex Pike,21,2,40.0,0.0
Alfie Mawson,80,2,46.0,8.0
Alfred N'Diaye,88,3,45.0,2.0
Allan-Roméo Nyom,35,2,44.0,1.0
Allan McGregor,88,1,44.0,0.0
Andrea Ranocchia,88,2,45.0,2.0
Andrew Robertson,88,2,44.0,2.0
Andrew Surman,91,3,46.0,0.0
Andre Gray,90,4,61.0,2.0
André Ayew,21,3,71.0,6.0
Andy Carroll,21,4,63.0,2.0
Angelo Ogbonna,21,2,48.0,0.0
Angel Rangel,80,2,42.0,1.0
Arouna Koné,11,4,51.0,0.0
Arthur Masuaku,21,2,47.0,0.0
Artur Boruc,91,1,45.0,2.0
Ashley Barnes,90,4,45.0,8.0
Ashley Fletcher,21,4,50.0,0.0
Ashley Westwood,90,3,45.0,0.0
Ashley Williams,11,2,51.0,6.0
Bafétimbi Gomis,80,4,65.0,0.0
Baily Cargill,91,2,40.0,0.0
Benik Afobe,91,4,54.0,2.0
Ben Foster,35,1,47.0,1.0
Ben Hinchcliffe,88,4,45.0,0.0
Ben Mee,90,2,47.0,0.0
Ben Woodburn,14,3,43.0,1.0
Boaz Myhill,35,1,42.0,0.0
Borja Bastón,80,4,67.0,0.0
Bradley Smith,91,2,40.0,0.0
Brendan Galloway,11,2,40.0,0.0
Brian Lenihan,88,2,39.0,0.0
Callum McManaman,35,3,43.0,0.0
Callum Wilson,91,4,61.0,0.0
Cameron Brannagan,14,3,42.0,0.0
Charlie Daniels,91,2,51.0,1.0
Cheikhou Kouyaté,21,3,50.0,2.0
Chris Brunt,35,2,51.0,1.0
Chris Long,90,4,45.0,0.0
Claudio Yacob,35,3,44.0,1.0
Connor Randall,14,2,39.0,0.0
Craig Dawson,35,2,48.0,0.0
Craig Gardner,35,3,51.0,0.0
Cristian Gamboa,35,2,40.0,0.0
Curtis Davies,88,2,49.0,0.0
Daniel Agyei,90,4,45.0,1.0
Daniel James,80,3,45.0,0.0
Daniel Lafferty,90,2,40.0,0.0
Daniel Sturridge,14,4,96.0,0.0
Danny Ings,14,4,54.0,0.0
Dan Gosling,91,3,47.0,1.0
Darren Fletcher,35,3,45.0,2.0
Darren Randolph,21,1,44.0,10.0
David Jones,90,3,50.0,0.0
David Marshall,88,1,45.0,0.0
David Meyler,88,3,44.0,1.0
Dean Marney,90,3,44.0,0.0
Declan Rice,21,3,45.0,0.0
Dejan Lovren,14,2,48.0,0.0
Diafra Sakho,21,4,58.0,0.0
Dieumerci Mbokani,88,4,54.0,0.0
Dimitri Payet,21,3,90.0,0.0
Divock Origi,14,4,61.0,5.0
Domingos Quina,21,3,45.0,0.0
Dominic Calvert-Lewin,11,4,45.0,1.0
Dusan Kuciak,88,1,40.0,0.0
Edimilson Fernandes,21,3,48.0,0.0
Eldin Jakupovic,88,1,41.0,2.0
Emerson Hyndman,91,3,44.0,0.0
Emre Can,14,3,47.0,9.0
Enner Valencia,11,4,52.0,0.0
Eunan O'Kane,91,3,44.0,0.0
Evandro Goebel,88,3,50.0,0.0
Federico Fernández,80,2,42.0,1.0
Fernando Llorente,80,4,65.0,1.0
Franck Tabanou,80,2,44.0,0.0
Fredrik Ulvestad,90,3,44.0,0.0
Gareth Barry,11,3,44.0,2.0
Gareth McAuley,35,2,52.0,1.0
George Boyd,90,3,51.0,2.0
Georginio Wijnaldum,14,3,75.0,7.0
Gerard Deulofeu,11,3,59.0,0.0
Greg Luer,88,4,44.0,0.0
Greg Olley,88,3,43.0,0.0
Gylfi Sigurdsson,80,3,77.0,7.0
Gökhan Töre,21,3,53.0,0.0
Hal Robson-Kanu,35,4,50.0,2.0
Harry Arter,91,3,50.0,2.0
Harry Maguire,88,2,44.0,2.0
Harry Wilson,14,3,45.0,0.0
Håvard Nordtveit,21,3,47.0,0.0
Idrissa Gueye,11,3,50.0,1.0
Jack Cork,80,3,46.0,2.0
Jack Rose,35,1,40.0,0.0
Jack Wilshere,91,3,59.0,4.0
Jake Livermore,35,3,48.0,2.0
James Chester,35,2,45.0,0.0
James Collins,21,2,42.0,0.0
James McCarthy,11,3,48.0,0.0
James McClean,35,3,49.0,2.0
James Milner,14,3,65.0,2.0
James Morrison,35,3,47.0,1.0
James Tarkowski,90,2,40.0,0.0
James Weir,88,3,43.0,0.0
Jarrod Bowen,88,4,45.0,0.0
Jay Fulton,80,3,44.0,0.0
Jefferson Montero,80,3,50.0,0.0
Jeff Hendrick,90,3,53.0,2.0
Joel Matip,14,2,53.0,2.0
Joel Robles,11,1,47.0,6.0
Joey Barton,90,3,45.0,1.0
Johann Berg Gudmundsson,90,3,49.0,0.0
Jonas Olsson,35,2,42.0,0.0
Jonathan Calleri,21,4,66.0,0.0
Jonathan Leko,35,3,42.0,0.0
Jonjoe Kenny,11,2,40.0,0.0
Jonny Evans,35,2,44.0,1.0
Jon Flanagan,90,2,43.0,0.0
Jordan Ayew,80,4,50.0,1.0
Jordan Henderson,14,3,63.0,0.0
Jordi Amat,80,2,40.0,0.0
Jordon Ibe,91,3,49.0,0.0
Joseph Gomez,14,2,48.0,0.0
Jose Fonte,21,2,53.0,1.0
Joshua King,91,3,55.0,18.0
Josh Clackstone,88,2,40.0,0.0
Josh Cullen,21,3,44.0,0.0
Josh Tymon,88,2,40.0,0.0
Junior Stanislas,91,3,49.0,0.0
Kamil Grosicki,88,3,55.0,2.0
Kane Wilson,35,2,40.0,0.0
Kevin Long,90,2,40.0,0.0
Kevin Mirallas,11,3,60.0,10.0
Kevin Stewart,14,2,42.0,0.0
Kristoffer Nordfeldt,80,1,39.0,0.0
Kyle Naughton,80,2,43.0,0.0
Lazar Markovic,88,3,54.0,2.0
Leighton Baines,11,2,57.0,1.0
Leiva Lucas,14,3,44.0,1.0
Leon Britton,80,3,44.0,0.0
Leroy Fer,80,3,48.0,2.0
Lewis Cook,91,3,42.0,0.0
Lewis Grabban,91,4,43.0,0.0
Loris Karius,14,1,43.0,0.0
Luciano Narsingh,80,3,55.0,1.0
Lukasz Fabianski,80,1,48.0,2.0
Lukas Jutkiewicz,90,4,43.0,0.0
Lys Mousset,91,4,51.0,1.0
Maarten Stekelenburg,11,1,47.0,0.0
Manuel Lanzini,21,3,64.0,2.0
Marcus Browne,21,3,45.0,0.0
Marc Pugh,91,3,46.0,1.0
Marc Wilson,35,2,39.0,0.0
Mario Balotelli,14,4,63.0,0.0
Marko Grujic,14,3,43.0,0.0
Markus Henriksen,88,3,49.0,0.0
Mark Noble,21,3,62.0,0.0
Martin Olsson,80,2,45.0,0.0
Marvin Emnes,80,4,44.0,0.0
Mason Holgate,11,2,41.0,0.0
Mateusz Hewelt,11,1,40.0,0.0
Matthew Lowton,90,2,45.0,5.0
Matthew Pennington,11,2,39.0,0.0
Matt Phillips,35,3,56.0,0.0
Max Gradel,91,3,50.0,0.0
Michael Dawson,88,2,42.0,0.0
Michael Keane,90,2,50.0,1.0
Michael Kightly,90,3,42.0,0.0
Michail Antonio,21,3,69.0,8.0
Mike van der Hoorn,80,2,43.0,0.0
Modou Barrow,80,4,50.0,0.0
Mohamed Diamé,88,3,55.0,0.0
Morgan Schneiderlin,11,3,46.0,9.0
Moses Odubajo,88,2,44.0,0.0
Muhamed Bešić,11,3,43.0,0.0
Nacer Chadli,35,3,60.0,2.0
Nathaniel Clyne,14,2,58.0,2.0
Nathan Dyer,80,3,47.0,0.0
Neil Taylor,80,2,41.0,0.0
Nick Pope,90,1,39.0,0.0
Oliver McBurnie,80,4,45.0,0.0
Oluwaseyi Ojo,14,3,47.0,0.0
Omar Elabdellaoui,88,2,45.0,2.0
Oumar Niasse,88,4,56.0,12.0
Oviemuno Ejaria,14,3,44.0,0.0
Paul Robinson,90,1,40.0,0.0
Pedro Chirivella,14,3,42.0,0.0
Pedro Obiang,21,3,44.0,1.0
Philippe Coutinho,14,3,83.0,1.0
Phil Jagielka,11,2,46.0,6.0
Ragnar Klavan,14,2,45.0,2.0
Ramiro Funes Mori,11,2,48.0,1.0
Raphael Spiegel,21,1,40.0,0.0
Reece Burke,21,2,40.0,0.0
Reece Oxford,21,2,42.0,0.0
Rekeem Harper,35,3,45.0,0.0
Rickie Lambert,35,4,54.0,0.0
Robbie Brady,90,3,55.0,1.0
Roberto Firmino,14,3,85.0,0.0
Robert Snodgrass,21,3,58.0,1.0
Romelu Lukaku,11,4,102.0,12.0
Ross Barkley,11,3,71.0,9.0
Rouwen Hennings,90,4,45.0,0.0
Ryan Allsop,91,1,40.0,0.0
Ryan Fraser,91,3,48.0,2.0
Ryan Mason,88,3,46.0,0.0
Sadio Mané,14,3,97.0,2.0
Salomón Rondón,35,4,66.0,1.0
Sam Byram,21,2,42.0,4.0
Sam Clucas,88,3,47.0,2.0
Sam Field,35,3,44.0,0.0
Sam Vokes,90,4,57.0,1.0
Scott Arfield,90,3,52.0,2.0
Seamus Coleman,11,2,60.0,6.0
Shaun MacDonald,91,3,45.0,0.0
Shaun Maloney,88,3,43.0,0.0
Simone Zaza,21,4,60.0,0.0
Simon Francis,91,2,45.0,1.0
Simon Mignolet,14,1,47.0,2.0
Sofiane Feghouli,21,3,50.0,4.0
Stephen Kingsley,80,2,39.0,0.0
Stephen Ward,90,2,45.0,1.0
Steven Defour,90,3,57.0,0.0
Steve Cook,91,2,48.0,0.0
Sung-yueng Ki,80,3,50.0,0.0
Sébastien Pocognoli,35,2,40.0,0.0
Tendayi Darikwa,90,2,42.0,0.0
Tokelo Rantie,91,4,45.0,0.0
Tom Carroll,80,3,43.0,2.0
Tom Davies,11,3,44.0,3.0
Tom Heaton,90,1,51.0,1.0
Tom Huddlestone,88,3,46.0,1.0
Trent Alexander-Arnold,14,3,43.0,0.0
Tyias Browning,11,2,39.0,0.0
Tyrone Mings,91,2,45.0,0.0
Wayne Routledge,80,3,46.0,2.0
Will Keane,88,4,44.0,0.0
Winston Reid,21,2,51.0,1.0
Yannick Bolasie,11,3,57.0,0.0
Álvaro Arbeloa,21,2,45.0,0.0
