name,team,position,value,total_points
Aaron Cresswell,21,2,50.0,0.0
Aaron Lennon,90,3,55.0,0.0
Aaron Ramsey,3,3,70.0,6.0
Abdoulaye Doucouré,57,3,50.0,9.0
Adam Federici,91,1,40.0,0.0
Adam Lallana,14,3,75.0,0.0
Adam Smith,91,2,50.0,1.0
Ademola Lookman,11,3,55.0,0.0
Adrian Mariappa,57,2,40.0,0.0
Adrián San Miguel del Castillo,21,1,45.0,0.0
Ahmed Musa,13,4,65.0,0.0
Alberto Moreno,14,2,45.0,1.0
Aleksandar Kolarov,43,2,55.0,0.0
Alexis Sánchez,1,3,120.0,0.0
Alex Iwobi,3,3,55.0,0.0
Alex McCarthy,20,1,45.0,0.0
Alex Oxlade-Chamberlain,14,3,60.0,2.0
Alfie Mawson,80,2,50.0,6.0
Allan-Roméo Nyom,35,2,50.0,6.0
Ander Herrera,1,3,55.0,0.0
Andreas Pereira,1,3,50.0,0.0
Andrew Robertson,14,2,50.0,0.0
Andrew Surman,91,3,45.0,2.0
Andre Gray,57,4,65.0,1.0
Andros Townsend,31,3,60.0,1.0
André Ayew,80,3,70.0,2.0
Andy Carroll,21,4,60.0,0.0
Andy King,80,3,45.0,0.0
Angelo Ogbonna,21,2,45.0,-1.0
Angel Rangel,80,2,40.0,0.0
Anthony Martial,1,3,80.0,10.0
Antonio Valencia,1,2,65.0,5.0
Arthur Masuaku,21,2,45.0,1.0
Artur Boruc,91,1,45.0,0.0
Ashley Barnes,90,4,55.0,0.0
Ashley Fletcher,21,4,45.0,0.0
Ashley Westwood,90,3,45.0,0.0
Ashley Williams,11,2,55.0,1.0
Ashley Young,1,3,50.0,0.0
Asmir Begovic,91,1,45.0,3.0
Axel Tuanzebe,1,2,40.0,0.0
Bakary Sako,31,3,50.0,0.0
Bamidele Alli,6,3,95.0,8.0
Benik Afobe,91,4,60.0,2.0
Benjamin Chilwell,13,2,45.0,0.0
Ben Davies,6,2,55.0,14.0
Ben Foster,35,1,45.0,7.0
Ben Hamer,13,1,45.0,0.0
Ben Mee,90,2,45.0,0.0
Ben Watson,57,3,45.0,0.0
Ben Woodburn,14,3,45.0,0.0
Boaz Myhill,35,1,40.0,0.0
Bojan Krkic Perez,110,3,55.0,2.0
Bradley Smith,91,2,40.0,0.0
Brandon Mason,57,2,40.0,0.0
Callum Wilson,91,4,60.0,0.0
Calum Chambers,3,2,50.0,0.0
Cameron Carter-Vickers,6,2,45.0,0.0
Carl Jenkinson,3,2,45.0,0.0
Cesc Fàbregas,8,3,70.0,-1.0
Charlie Adam,110,3,50.0,0.0
Charlie Austin,20,4,65.0,1.0
Charlie Daniels,91,2,50.0,2.0
Cheikhou Kouyaté,21,3,50.0,0.0
Christian Benteke,31,4,80.0,2.0
Christian Eriksen,6,3,95.0,12.0
Christian Fuchs,13,2,50.0,0.0
Christian Kabasele,57,2,45.0,0.0
Chris Brunt,35,2,55.0,8.0
Chris Smalling,1,2,55.0,0.0
Chung-yong Lee,31,3,45.0,0.0
Claudio Bravo,43,1,50.0,0.0
Claudio Yacob,35,3,45.0,2.0
Connor Wickham,31,4,55.0,0.0
Costel Pantilimon,57,1,45.0,0.0
Craig Cathcart,57,2,45.0,0.0
Craig Dawson,35,2,50.0,6.0
Cuco Martina,11,2,45.0,0.0
Cédric Soares,20,2,50.0,6.0
César Azpilicueta,8,2,65.0,1.0
Daley Blind,1,2,55.0,6.0
Damian Emiliano Martinez,3,1,40.0,0.0
Damien Delaney,31,2,45.0,0.0
Daniel Amartey,13,3,45.0,1.0
Daniel Drinkwater,8,3,50.0,0.0
Daniel Sturridge,35,4,80.0,0.0
Danny Ings,14,4,55.0,0.0
Danny Rose,6,2,65.0,0.0
Danny Simpson,13,2,45.0,0.0
Danny Welbeck,3,4,75.0,6.0
Dan Gosling,91,3,50.0,0.0
Darren Fletcher,110,3,50.0,2.0
Darren Randolph,21,1,45.0,0.0
Daryl Janmaat,57,2,50.0,1.0
David de Gea,,1,55.0,6.0
David Luiz Moreira Marinho,8,2,60.0,6.0
David Ospina,3,1,50.0,0.0
David Silva,43,3,80.0,8.0
DeAndre Yedlin,4,2,45.0,0.0
Dean Marney,90,3,45.0,0.0
Declan Rice,21,3,45.0,0.0
Dejan Lovren,14,2,55.0,1.0
Demarai Gray,13,3,55.0,1.0
Diafra Sakho,21,4,55.0,1.0
Diego Da Silva Costa,8,4,100.0,0.0
Divock Origi,14,4,75.0,1.0
Dominic Calvert-Lewin,11,4,50.0,5.0
Dominic Solanke,14,4,50.0,0.0
Dusan Tadic,20,3,65.0,3.0
Eden Hazard,8,3,105.0,0.0
Edimilson Fernandes,21,3,45.0,1.0
Eduardo Dos Reis Carvalho,8,1,50.0,0.0
Eldin Jakupovic,13,1,45.0,0.0
Eliaquim Mangala,11,2,50.0,0.0
Emre Can,14,3,50.0,5.0
Enner Valencia,21,4,50.0,0.0
Eric Bailly,1,2,60.0,5.0
Eric Dier,6,3,50.0,3.0
Erik Lamela,6,3,65.0,0.0
Erik Pieters,110,2,50.0,2.0
Etienne Capoue,57,3,55.0,0.0
Fabian Delph,43,3,45.0,0.0
Federico Fernández,80,2,45.0,9.0
Fernando Francisco Reges,43,3,45.0,0.0
Fernando Llorente,6,4,75.0,0.0
Fernando Luiz Rosa,43,3,50.0,6.0
Francis Coquelin,3,3,45.0,0.0
Fraser Forster,20,1,50.0,6.0
Gabriel Armando de Abreu,3,2,50.0,0.0
Gabriel Fernando de Jesus,43,4,105.0,1.0
Gareth Barry,35,3,45.0,0.0
Gareth McAuley,35,2,50.0,0.0
Gary Cahill,8,2,65.0,-3.0
Geoff Cameron,110,2,45.0,2.0
Georges-Kévin Nkoudou,90,3,55.0,0.0
Georginio Wijnaldum,14,3,70.0,2.0
Giannelli Imbula,110,3,45.0,0.0
Glenn Whelan,110,3,45.0,0.0
Glen Johnson,110,2,45.0,0.0
Gnegneri Yaya Touré,43,3,65.0,0.0
Granit Xhaka,3,3,55.0,10.0
Gylfi Sigurdsson,11,3,85.0,0.0
Hal Robson-Kanu,35,4,50.0,0.0
Harry Arter,91,3,50.0,1.0
Harry Kane,6,4,125.0,1.0
Harry Maguire,13,2,50.0,3.0
Harry Winks,6,3,50.0,1.0
Henrikh Mkhitaryan,3,3,80.0,11.0
Heung-Min Son,6,3,80.0,1.0
Heurelho da Silva Gomes,57,1,45.0,1.0
Hugo Lloris,6,1,55.0,7.0
Héctor Bellerín,3,2,60.0,1.0
Ibrahim Afellay,110,3,50.0,0.0
Idrissa Gueye,11,3,50.0,3.0
Ilkay Gündogan,43,3,55.0,0.0
Isaac Success Ajayi,57,3,55.0,0.0
Islam Slimani,4,4,70.0,0.0
Jack Butland,110,1,50.0,3.0
Jack Cork,90,3,45.0,5.0
Jack Stephens,20,2,50.0,6.0
Jack Wilshere,3,3,55.0,0.0
Jake Livermore,35,3,50.0,3.0
James Collins,21,2,45.0,0.0
James McArthur,31,3,45.0,0.0
James McCarthy,11,3,50.0,0.0
James McClean,35,3,50.0,3.0
James Milner,14,3,65.0,1.0
James Morrison,35,3,55.0,0.0
James Tarkowski,90,2,45.0,1.0
