name,team,position,value,total_points
Ilkay Gündogan,43,3,53.0,1.0
Isaac Success Ajayi,57,3,49.0,0.0
Jack Cork,90,3,50.0,2.0
Jack Stephens,20,2,44.0,0.0
Jack Wilshere,21,3,49.0,0.0
James Chester,7,2,44.0,0.0
James McArthur,31,3,54.0,0.0
James McCarthy,31,3,45.0,1.0
James Milner,14,3,54.0,1.0
James Tarkowski,90,2,50.0,2.0
James Tomkins,31,2,50.0,0.0
James Ward-Prowse,20,3,59.0,3.0
Jamie Vardy,13,4,89.0,2.0
Jan Vertonghen,6,2,53.0,5.0
Javier Manquillo,4,2,44.0,1.0
Jay Rodriguez,90,3,58.0,1.0
Jeffrey Schlupp,31,2,55.0,2.0
Jeff Hendrick,90,3,54.0,7.0
Jesse Lingard,1,3,64.0,0.0
Joel Matip,14,2,55.0,2.0
Joel Ward,31,2,45.0,-1.0
Joe Hart,90,1,44.0,0.0
Johann Berg Gudmundsson,90,3,60.0,0.0
John Stones,43,2,54.0,1.0
Jonny Evans,13,2,50.0,2.0
Jordan Ayew,31,4,51.0,1.0
Jordan Henderson,14,3,55.0,0.0
Jordan Pickford,11,1,56.0,2.0
Jordon Ibe,91,3,48.0,0.0
Jose Luis Mato Sanmartín,4,4,50.0,0.0
Joseph Gomez,14,2,53.0,0.0
Joshua King,91,3,63.0,10.0
José Holebas,57,2,48.0,0.0
Juan Mata,1,3,64.0,3.0
Junior Stanislas,91,3,59.0,0.0
Kasper Schmeichel,13,1,50.0,3.0
Kelechi Iheanacho,13,4,58.0,0.0
Kevin De Bruyne,43,3,98.0,1.0
Kevin Long,90,2,44.0,0.0
Kieran Trippier,6,2,55.0,0.0
Kurt Zouma,8,2,49.0,0.0
Kyle Walker,43,2,60.0,1.0
Laurent Koscielny,3,2,50.0,0.0
Lee Grant,1,1,49.0,0.0
Leighton Baines,11,2,49.0,0.0
Leroy Sané,43,3,93.0,0.0
Lewis Cook,91,3,50.0,2.0
Lukasz Fabianski,21,1,50.0,10.0
Luka Milivojevic,31,3,68.0,1.0
Luke Dreher,31,3,45.0,0.0
Luke Shaw,1,2,54.0,0.0
Lys Mousset,49,4,49.0,1.0
Maarten Stekelenburg,11,1,40.0,0.0
Mamadou Sakho,31,2,50.0,0.0
Manuel Lanzini,21,3,66.0,3.0
Marcos Alonso,8,2,62.0,4.0
Marcos Rojo,1,2,49.0,0.0
Marcus Rashford,1,4,85.0,9.0
Marc Albrighton,13,3,54.0,0.0
Marko Arnautovic,21,3,70.0,0.0
Mark Noble,21,3,50.0,2.0
Martin Kelly,31,2,41.0,0.0
Mason Holgate,11,2,44.0,0.0
Matej Vydra,90,4,54.0,4.0
Matteo Darmian,1,2,49.0,0.0
Matthew Lowton,90,2,45.0,2.0
Matt Targett,7,2,44.0,0.0
Maya Yoshida,20,2,44.0,7.0
Mesut Özil,3,3,73.0,2.0
Michael Keane,11,2,55.0,1.0
Michail Antonio,21,3,69.0,0.0
Michy Batshuayi,8,4,67.0,4.0
Mohamed Elneny,3,3,44.0,0.0
Morgan Schneiderlin,11,3,45.0,1.0
Moussa Sissoko,6,3,50.0,3.0
Muhamed Bešić,49,3,45.0,0.0
N'Golo Kanté,8,3,50.0,0.0
Nacho Monreal,3,2,50.0,0.0
Nampalys Mendy,13,3,45.0,0.0
Nathaniel Chalobah,57,3,45.0,0.0
Nathan Aké,91,2,49.0,2.0
Nathan Redmond,20,3,63.0,0.0
Neil Taylor,7,2,45.0,6.0
Nemanja Matic,1,3,48.0,3.0
Nick Pope,90,1,46.0,3.0
Nicolás Otamendi,43,2,54.0,1.0
Oleksandr Zinchenko,43,3,56.0,1.0
Oliver McBurnie,49,4,59.0,2.0
Olivier Giroud,8,4,68.0,0.0
Oriol Romeu Vidal,20,3,45.0,3.0
Pablo Zabaleta,21,2,44.0,1.0
Patrick van Aanholt,31,2,56.0,-2.0
Paulo Gazzaniga,6,1,44.0,0.0
Paul Pogba,1,3,85.0,0.0
Pedro Obiang,21,3,45.0,0.0
Pedro Rodríguez Ledesma,8,3,70.0,0.0
Phil Bardsley,90,2,44.0,0.0
Phil Jagielka,49,2,44.0,0.0
Phil Jones,1,2,49.0,0.0
Pierre-Emile Højbjerg,20,3,49.0,3.0
Raheem Sterling,43,3,123.0,2.0
Rhian Brewster,14,4,45.0,0.0
Riyad Mahrez,43,3,85.0,1.0
Robbie Brady,90,3,55.0,0.0
Robert Kenedy Nunes do Nascimento,8,3,54.0,0.0
Roberto Firmino,14,3,95.0,8.0
Roberto Pereyra,57,3,58.0,6.0
Robert Snodgrass,21,3,54.0,0.0
Rob Holding,3,2,45.0,0.0
Romelu Lukaku,1,4,85.0,0.0
Ross Barkley,8,3,57.0,1.0
Ruben Loftus-Cheek,8,3,64.0,0.0
Ryan Bertrand,20,2,49.0,0.0
Ryan Fraser,91,3,73.0,7.0
Sadio Mané,14,3,115.0,15.0
Sam Byram,45,2,44.0,0.0
Sam Surridge,91,4,44.0,0.0
Scott Dann,31,2,45.0,0.0
Scott McTominay,1,3,50.0,3.0
Seamus Coleman,11,2,55.0,1.0
Sebastian Prödl,57,2,40.0,0.0
Sergio Agüero,43,4,121.0,6.0
Sergio Romero,1,1,49.0,0.0
Shane Long,20,4,48.0,1.0
Shkodran Mustafi,3,2,53.0,0.0
Simon Francis,91,2,45.0,0.0
Simon Mignolet,14,1,45.0,0.0
Sofiane Boufal,20,3,55.0,6.0
Steven Defour,90,3,55.0,0.0
Steve Cook,91,2,50.0,2.0
Sung-yueng Ki,4,3,49.0,0.0
Theo Walcott,11,3,63.0,1.0
Toby Alderweireld,6,2,55.0,10.0
Tom Cleverley,57,3,49.0,9.0
Tom Davies,11,3,54.0,0.0
Tom Heaton,7,1,45.0,6.0
Trent Alexander-Arnold,14,3,71.0,2.0
Troy Deeney,57,4,63.0,0.0
Tyrone Mings,7,2,46.0,5.0
Victor Wanyama,6,3,49.0,0.0
Vincent Janssen,6,4,45.0,0.0
Virgil van Dijk,14,2,65.0,2.0
Wayne Hennessey,31,1,44.0,0.0
Wes Morgan,13,2,43.0,0.0
Wilfred Ndidi,13,3,50.0,2.0
Wilfried Zaha,31,3,68.0,2.0
Willian Borges Da Silva,8,3,70.0,2.0
Willy Caballero,8,1,49.0,0.0
Winston Reid,21,2,40.0,0.0
Xherdan Shaqiri,14,3,63.0,1.0
Aaron Mooy,36,3,49.0,1.0
Alexandre Lacazette,3,4,94.0,0.0
Andreas Christensen,8,2,50.0,0.0
Anthony Knockaert,36,3,54.0,0.0
Antonio Rüdiger,8,2,60.0,1.0
Aymeric Laporte,43,2,64.0,0.0
Ayoze Pérez,13,4,62.0,1.0
Benjamin Mendy,43,2,59.0,0.0
Ben Johnson,21,3,40.0,0.0
Beram Kayal,36,3,44.0,0.0
Bernardo Mota Veiga de Carvalho e Silva,43,3,78.0,4.0
Callum Hudson-Odoi,8,3,59.0,0.0
Cenk Tosun,31,4,58.0,0.0
Charlie Taylor,90,2,43.0,0.0
Christian Atsu,4,3,54.0,5.0
Chris Wood,90,4,63.0,2.0
Ciaran Clark,4,2,44.0,0.0
Dale Stephens,36,3,45.0,2.0
Danilo Luiz da Silva,43,2,50.0,0.0
Danny Ward,13,1,45.0,0.0
Davide Zappacosta,8,2,44.0,0.0
Davinson Sánchez,6,2,55.0,0.0
Davy Pröpper,36,3,50.0,2.0
Dwight McNeil,90,4,60.0,2.0
Ederson Santana de Moraes,43,1,61.0,1.0
Edward Nketiah,3,4,44.0,0.0
Emerson Palmieri dos Santos,8,2,55.0,0.0
Ethan Ampadu,8,3,45.0,0.0
Fikayo Tomori,8,2,45.0,9.0
Florian Lejeune,4,2,45.0,0.0
Francisco Femenía Far,57,2,44.0,0.0
Gaëtan Bong,36,2,44.0,1.0
Glenn Murray,36,4,58.0,2.0
Grady Diangana,21,3,44.0,0.0
Grant Hanley,45,2,40.0,0.0
Hamza Choudhury,13,3,45.0,1.0
Harvey Barnes,13,3,59.0,1.0
Isaac Hayden,4,3,45.0,2.0
Jack Colback,4,3,44.0,0.0
Jack Simpson,91,2,40.0,0.0
Jacob Murphy,4,3,49.0,0.0
Jairo Riedewald,31,2,45.0,0.0
Jamaal Lascelles,4,2,45.0,1.0
Jan Bednarek,20,2,45.0,6.0
Javier Hernández Balcázar,21,4,60.0,0.0
Jonas Lössl,11,1,44.0,0.0
Jonjo Shelvey,4,3,50.0,2.0
Joseph Willock,3,3,50.0,1.0
José Heriberto Izquierdo Mena,36,3,55.0,0.0
Juan Foyth,6,2,49.0,0.0
Jürgen Locadia,36,4,53.0,0.0
Karl Darlow,4,1,45.0,0.0
Konstantinos Mavropanos,3,2,44.0,0.0
Kyle Walker-Peters,20,2,49.0,0.0
Lewis Dunk,36,2,46.0,2.0
Lucas Rodrigues Moura da Silva,6,3,74.0,1.0
Mario Lemina,20,3,49.0,0.0
Martin Dubravka,4,1,50.0,2.0
Mathew Ryan,36,1,46.0,2.0
Matty James,13,3,44.0,0.0
Matt Ritchie,4,3,54.0,0.0
Michael Obafemi,20,4,50.0,0.0
Mohamed Salah,14,3,125.0,9.0
Oliver Norwood,49,3,50.0,2.0
Pascal Groß,36,3,65.0,2.0
Paul Dummett,4,2,45.0,1.0
Philip Billing,91,3,50.0,2.0
Phil Foden,43,3,53.0,0.0
Pierre-Emerick Aubameyang,3,4,110.0,13.0
Rafael Camacho,14,3,45.0,0.0
Reiss Nelson,3,3,54.0,1.0
Richarlison de Andrade,11,3,79.0,4.0
Rolando Aarons,4,3,50.0,0.0
Sead Kolasinac,3,2,54.0,3.0
Serge Aurier,6,2,49.0,14.0
Shane Duffy,36,2,50.0,2.0
Solomon March,36,3,49.0,9.0
Tammy Abraham,8,4,72.0,14.0
Tim Krul,45,1,45.0,3.0
Victor Lindelöf,1,2,54.0,8.0
Wesley Hoedt,20,2,44.0,0.0
Will Hughes,57,3,55.0,2.0
Adam Masina,57,2,44.0,0.0
Alexandre Nascimento Costa Silva,21,4,44.0,0.0
Alireza Jahanbakhsh,36,3,58.0,0.0
Alisson Ramses Becker,14,1,58.0,0.0
Andriy Yarmolenko,21,3,59.0,3.0
André Filipe Tavares Gomes,11,3,54.0,0.0
Bernardo Fernandes da Silva Junior,36,2,44.0,0.0
Bernard Anício Caldeira Duarte,11,3,65.0,1.0
Bernd Leno,3,1,50.0,2.0
Bukayo Saka,3,3,45.0,0.0
Callum Slattery,20,3,45.0,0.0
Carlos Sánchez,21,3,45.0,0.0
Chris Mepham,91,2,45.0,1.0
Conor Coady,39,2,50.0,0.0
Dan Burn,36,2,45.0,2.0
David Brooks,91,3,64.0,0.0
David Button,36,1,40.0,0.0
Diego Rico,91,2,40.0,5.0
Diogo Jota,39,3,63.0,2.0
Emiliano Martínez,3,1,45.0,0.0
Fabian Schär,4,2,50.0,1.0
Fabio Henrique Tavares,14,3,55.0,2.0
Fabián Balbuena,21,2,44.0,1.0
Felipe Anderson Pereira Gomes,21,3,69.0,3.0
Florin Andone,36,4,50.0,0.0
Frederick Woodman,4,1,40.0,0.0
Frederico Rodrigues de Paula Santos,1,3,53.0,1.0
Hélder Costa,39,3,49.0,0.0
Issa Diop,21,2,45.0,6.0
Ivan Cavaleiro,39,3,49.0,0.0
James Garner,1,3,44.0,0.0
James Maddison,13,3,71.0,1.0
Jannik Vestergaard,20,2,51.0,5.0
Jefferson Lerma,91,3,49.0,1.0
John Ruddy,39,1,45.0,0.0
Jonathan Castro Otto,39,2,55.0,0.0
Jorge Luiz Frello Filho,8,3,50.0,5.0
José Diogo Dalot Teixeira,1,2,49.0,0.0
João Filipe Iria Santos Moutinho,39,3,55.0,2.0
Kayne Ramsay,20,2,40.0,0.0
Ken Sema,57,3,48.0,0.0
Kepa Arrizabalaga,8,1,55.0,2.0
Kortney Hause,7,2,45.0,0.0
Leander Dendoncker,39,3,45.0,1.0
Leon Balogun,36,2,44.0,0.0
Lucas Digne,11,2,62.0,0.0
Lucas Torreira,3,3,49.0,1.0
Luke Amos,6,3,45.0,0.0
Marc Navarro,57,2,40.0,0.0
Mark Travers,91,1,44.0,0.0
Martín Montoya,36,2,45.0,0.0
Mason Greenwood,1,4,45.0,0.0
Mateo Kovacic,8,3,55.0,2.0
Matteo Guendouzi,3,3,46.0,1.0
Matt Doherty,39,2,60.0,4.0
Max Kilman,39,2,40.0,0.0
Max Meyer,31,3,54.0,0.0
Miguel Almirón,4,3,59.0,2.0
Mohamed Elyounoussi,20,3,54.0,0.0
Morgan Gibbs-White,39,3,49.0,1.0
Naby Keita,14,3,58.0,0.0
Oliver Skipp,6,3,45.0,0.0
Pontus Dahlberg,57,1,45.0,0.0
Rachid Ghezzal,13,3,54.0,0.0
Raúl Jiménez,39,4,74.0,2.0
Ricardo Domingos Barbosa Pereira,13,2,60.0,2.0
Romain Saïss,39,2,44.0,2.0
Rui Pedro dos Santos Patrício,39,1,51.0,0.0
Ryan Bennett,13,2,50.0,0.0
Ryan Fredericks,21,2,45.0,8.0
Ryan Sessegnon,6,3,54.0,0.0
Rúben Diogo da Silva Neves,39,3,55.0,2.0
Rúben Gonçalo Silva Nascimento Vinagre,39,2,44.0,0.0
Sam Gallagher,20,4,45.0,0.0
Sean Longstaff,4,3,50.0,0.0
Sokratis Papastathopoulos,3,2,50.0,1.0
Stuart Armstrong,20,3,54.0,1.0
Tahith Chong,1,3,44.0,1.0
Tyreke Johnson,20,3,44.0,0.0
Vicente Guaita,31,1,50.0,0.0
Víctor Camarasa,31,3,48.0,1.0
Willy Boly,39,2,50.0,0.0
Will Norris,39,1,40.0,0.0
Yan Valery,20,2,49.0,0.0
Yerry Mina,11,2,56.0,1.0
Yoshinori Muto,4,4,54.0,1.0
Youri Tielemans,13,3,64.0,2.0
Yves Bissouma,36,3,50.0,0.0
Çaglar Söyüncü,13,2,45.0,2.0
Aaron Connolly,36,4,45.0,1.0
Adam Idah,45,4,45.0,0.0
Adam Webster,36,2,44.0,2.0
Albian Ajeti,21,4,59.0,0.0
Alexander Tettey,45,3,45.0,2.0
Allan Saint-Maximin,4,3,54.0,0.0
Andre Green,7,3,49.0,0.0
Andy Lonergan,14,1,45.0,0.0
Anwar El Ghazi,7,3,55.0,3.0
Arnaut Danjuma Groeneveld,91,3,58.0,0.0
Bailey Peacock-Farrell,90,1,45.0,0.0
Ben Godfrey,45,2,45.0,1.0
Ben Osborn,49,3,49.0,0.0
Billy Gilmour,8,3,45.0,0.0
Billy Sharp,49,4,58.0,-2.0
Birkir Bjarnason,7,3,45.0,0.0
Bjorn Engels,7,2,45.0,7.0
Callum Robinson,49,3,53.0,1.0
Caoimhin Kelleher,14,1,45.0,0.0
Che Adams,20,4,58.0,2.0
Christian Pulisic,8,3,75.0,0.0
Christoph Zimmermann,45,2,45.0,0.0
Chris Basham,49,2,45.0,2.0
Conor Hourihane,7,3,58.0,0.0
Daniel Ceballos Fernández,3,3,57.0,1.0
Daniel N'Lundulu,20,4,45.0,0.0
David McGoldrick,49,4,55.0,2.0
Dean Henderson,49,1,45.0,4.0
Dennis Praet,13,3,54.0,0.0
Dennis Srbeny,45,4,53.0,1.0
Dimitri Foulquier,57,2,40.0,0.0
Djibril Sidibé,11,2,54.0,0.0
Douglas Luiz Soares de Paulo,7,3,46.0,1.0
Emiliano Buendía,45,3,60.0,11.0
Emil Krafth,4,2,45.0,1.0
Enda Stevens,49,2,50.0,2.0
Ezri Konsa Ngoyo,7,2,44.0,0.0
Frédéric Guilbert,7,2,44.0,6.0
Gabriel Teodoro Martinelli Silva,3,4,45.0,0.0
George Baldock,49,2,45.0,2.0
Giovani Lo Celso,6,3,74.0,0.0
Henri Lansbury,7,3,44.0,0.0
Ibrahim Amadou,45,3,45.0,2.0
Ismaïla Sarr,57,3,64.0,1.0
Jack Grealish,7,3,60.0,2.0
Jack O'Connell,49,2,45.0,2.0
Jack Stacey,91,2,44.0,2.0
Jake Eastwood,49,1,44.0,0.0
Jamal Lewis,45,2,45.0,1.0
James Justin,13,2,49.0,0.0
Jean-Philippe Gbamin,11,3,49.0,0.0
Jed Steer,7,1,44.0,0.0
Jesús Vallejo Lázaro,39,2,49.0,0.0
Jetro Willems,4,2,45.0,7.0
Joelinton Cássio Apolinário de Lira,4,4,59.0,2.0
John Egan,49,2,45.0,2.0
John Fleck,49,3,49.0,1.0
John Lundstram,49,2,42.0,2.0
John McGinn,7,3,56.0,3.0
Jonathan Kodjia,7,4,54.0,0.0
Josip Drmic,45,4,54.0,1.0
José Ignacio Peleteiro Romallo,7,3,59.0,3.0
José Ángel Esmorís Tasende,43,2,48.0,0.0
João Pedro Cavaco Cancelo,43,2,54.0,0.0
Keinan Davis,7,3,45.0,1.0
Kenny McLean,45,3,49.0,6.0
Kevin Danso,20,2,45.0,0.0
Kieran Tierney,3,2,54.0,0.0
Kieron Freeman,49,2,44.0,0.0
Leandro Trossard,36,3,60.0,0.0
Lewis Gibson,11,2,44.0,0.0
Lloyd Kelly,91,2,44.0,0.0
Lovre Kalinic,7,1,44.0,0.0
Luke Freeman,49,3,54.0,0.0
Mahmoud Ahmed Ibrahim Hassan,7,3,53.0,0.0
Marco Stiepermann,45,3,55.0,2.0
Mario Vrancic,45,3,63.0,0.0
Mark Duffy,49,3,53.0,0.0
Marvelous Nakamba,7,3,44.0,3.0
Mason Mount,8,3,64.0,9.0
Matthew Clarke,36,2,44.0,0.0
Matthew Longstaff,4,3,45.0,0.0
Maximillian Aarons,45,2,45.0,0.0
Michael McGovern,45,1,40.0,0.0
Michael Verrips,49,1,45.0,0.0
Moise Kean,11,4,68.0,1.0
Moritz Leitner,45,3,45.0,0.0
Moussa Djenepo,20,3,54.0,11.0
Neal Maupay,36,4,60.0,8.0
Nicolas Pépé,3,3,94.0,2.0
Onel Hernández,45,3,53.0,0.0
Pablo Fornals,21,3,62.0,1.0
Patrick Cutrone,39,4,58.0,5.0
Patrick Roberts,45,3,53.0,0.0
Pedro Lomba Neto,39,3,50.0,0.0
Philip Heise,45,2,40.0,0.0
Ralf Fahrmann,45,1,44.0,0.0
Ravel Morrison,49,3,49.0,0.0
Reece James,8,2,50.0,0.0
Richard Stearman,49,2,40.0,0.0
Roberto Jimenez Gago,21,1,45.0,0.0
Rodrigo Hernandez,43,3,55.0,8.0
Simon Moore,49,1,44.0,0.0
Steven Alzate,36,3,45.0,0.0
Sébastien Haller,21,4,75.0,2.0
Tanguy Ndombele,6,3,60.0,1.0
Teemu Pukki,45,4,70.0,12.0
Timm Klose,45,2,45.0,0.0
Todd Cantwell,45,3,48.0,6.0
Tom Trybull,45,3,45.0,0.0
Troy Parrott,6,4,45.0,0.0
Tudor Baluta,36,2,40.0,0.0
Wesley Moraes,7,4,60.0,2.0
Ørjan Nyland,7,1,44.0,0.0
