name,team,position,value,total_points
Roberto Pereyra,57,3,63.0,2.0
Robert Snodgrass,21,3,54.0,1.0
Rob Holding,3,2,44.0,9.0
Romelu Lukaku,1,4,111.0,2.0
Ross Barkley,8,3,58.0,1.0
Ruben Loftus-Cheek,8,3,52.0,0.0
Ryan Bertrand,20,2,50.0,0.0
Ryan Fraser,91,3,59.0,1.0
Sadio Mané,14,3,100.0,1.0
Salomón Rondón,4,4,58.0,0.0
Sam Byram,21,2,45.0,0.0
Sam McQueen,20,3,40.0,0.0
Sam Vokes,90,4,53.0,8.0
Scott Dann,31,2,44.0,0.0
Scott McTominay,1,3,44.0,2.0
Seamus Coleman,11,2,53.0,0.0
Sebastian Prödl,57,2,43.0,0.0
Sergio Agüero,43,4,114.0,8.0
Sergio Romero,1,1,50.0,0.0
Shane Long,20,4,48.0,0.0
Shinji Okazaki,13,4,53.0,0.0
Shkodran Mustafi,3,2,54.0,5.0
Simon Francis,91,2,44.0,2.0
Simon Mignolet,14,1,49.0,0.0
Sofiane Boufal,20,3,55.0,0.0
Stefano Okaka,57,4,50.0,0.0
Stephen Ward,90,2,48.0,0.0
Steven Davis,20,3,48.0,0.0
Steven Defour,90,3,54.0,0.0
Steve Cook,91,2,46.0,2.0
Sullay Kaikai,31,3,44.0,0.0
Sung-yueng Ki,4,3,48.0,0.0
Theo Walcott,11,3,66.0,6.0
Thibaut Courtois,8,1,55.0,0.0
Timothy Fosu-Mensah,54,2,45.0,1.0
Toby Alderweireld,6,2,59.0,6.0
Tom Cleverley,57,3,50.0,0.0
Tom Davies,11,3,53.0,3.0
Tom Heaton,90,1,49.0,0.0
Trent Alexander-Arnold,14,3,51.0,2.0
Troy Deeney,57,4,61.0,1.0
Tyias Browning,11,2,40.0,0.0
Tyrone Mings,91,2,44.0,0.0
Victor Moses,8,3,57.0,1.0
Victor Wanyama,6,3,49.0,1.0
Vincent Kompany,43,2,53.0,0.0
Virgil van Dijk,14,2,60.0,2.0
Wayne Hennessey,31,1,46.0,2.0
Wes Morgan,13,2,45.0,7.0
Wilfred Ndidi,13,3,49.0,3.0
Wilfried Zaha,31,3,70.0,6.0
Willian Borges Da Silva,8,3,74.0,3.0
Willy Caballero,8,1,48.0,0.0
Winston Reid,21,2,44.0,0.0
Xherdan Shaqiri,14,3,71.0,4.0
Yannick Bolasie,11,3,58.0,0.0
Yohan Benalouane,13,2,39.0,0.0
Younes Kaboul,57,2,43.0,0.0
Aaron Mooy,38,3,53.0,2.0
Abdelhamid Sabiri,38,3,44.0,0.0
Adrien Sebastian Perruchet Silva,13,3,49.0,0.0
Aleksandar Mitrovic,54,4,70.0,1.0
Alexander Sørloth,31,4,49.0,1.0
Alexandre Lacazette,3,4,95.0,5.0
Alfie Whiteman,6,1,40.0,0.0
Anders Lindegaard,90,1,44.0,0.0
Andreas Christensen,8,2,51.0,0.0
Anthony Knockaert,36,3,55.0,1.0
Antonio Rüdiger,8,2,60.0,2.0
Aymeric Laporte,43,2,57.0,6.0
Ayoze Pérez,4,4,62.0,2.0
Beni Baningime,11,3,44.0,0.0
Benjamin Mendy,43,2,63.0,0.0
Beram Kayal,36,3,44.0,2.0
Bernardo Mota Veiga de Carvalho e Silva,43,3,76.0,3.0
Brahim Diaz,43,3,48.0,0.0
Bruno Saltor Grau,36,2,44.0,0.0
Callum Hudson-Odoi,8,3,43.0,0.0
Cenk Tosun,11,4,68.0,5.0
Chancel Mbemba,4,2,40.0,0.0
Charlie Taylor,90,2,44.0,2.0
Christian Atsu,4,3,53.0,2.0
Christopher Schindler,38,2,44.0,1.0
Chris Löwe,38,2,44.0,1.0
Chris Wood,90,4,63.0,1.0
Ciaran Clark,4,2,45.0,1.0
Collin Quaner,38,4,44.0,0.0
Dale Stephens,36,3,44.0,0.0
Danilo Luiz da Silva,43,2,51.0,0.0
Danny Ward,13,1,44.0,0.0
Danny Williams,38,3,45.0,0.0
Davide Zappacosta,8,2,52.0,0.0
Davinson Sánchez,6,2,58.0,7.0
Davy Klaassen,11,3,60.0,0.0
Davy Pröpper,36,3,49.0,2.0
Dwight Gayle,4,4,60.0,0.0
Dwight McNeil,90,4,45.0,0.0
Ederson Santana de Moraes,43,1,57.0,6.0
Elias Kachunga,38,3,49.0,0.0
Emerson Palmieri dos Santos,8,2,53.0,0.0
Ethan Ampadu,8,3,44.0,0.0
Ezequiel Schelotto,36,2,39.0,0.0
Florent Hadergjonaj,38,2,45.0,2.0
Florian Lejeune,4,2,44.0,0.0
Fousseni Diabaté,13,4,48.0,0.0
Francisco Femenía Far,57,2,43.0,1.0
Gaëtan Bong,36,2,45.0,1.0
Glenn Murray,36,4,65.0,1.0
Grady Diangana,21,3,45.0,1.0
Guido Carrillo,20,4,55.0,0.0
Hamza Choudhury,13,3,44.0,0.0
Isaac Hayden,4,3,44.0,0.0
Jack Simpson,91,2,39.0,0.0
Jacob Murphy,4,3,49.0,1.0
Jairo Riedewald,31,2,44.0,0.0
Jamaal Lascelles,4,2,49.0,1.0
Jan Bednarek,20,2,39.0,0.0
Jaroslaw Jach,31,2,40.0,0.0
Javier Hernández Balcázar,21,4,63.0,0.0
Jon Gorenc Stankovic,38,2,40.0,0.0
Jonas Lössl,38,1,44.0,2.0
Jonathan Hogg,38,3,44.0,2.0
Jonjo Shelvey,4,3,54.0,2.0
Jordan Hugill,21,4,50.0,0.0
José Heriberto Izquierdo Mena,36,3,59.0,1.0
Jürgen Locadia,36,4,54.0,2.0
Karl Darlow,4,1,44.0,0.0
Konstantinos Mavropanos,3,2,48.0,0.0
Kyle Walker-Peters,6,2,43.0,0.0
Laurent Depoitre,38,4,53.0,2.0
Lewis Dunk,36,2,44.0,1.0
Lucas Rodrigues Moura da Silva,6,3,74.0,3.0
Mario Lemina,20,3,50.0,2.0
Markus Suttner,36,2,39.0,0.0
Martin Dubravka,4,1,50.0,2.0
Marvin Zeegelaar,57,2,43.0,0.0
Mathew Ryan,36,1,45.0,3.0
Mathias Jorgensen,38,2,45.0,0.0
Matty James,13,3,44.0,0.0
Matt Ritchie,4,3,59.0,2.0
Mikel Merino,4,3,50.0,0.0
Mohamed Salah,14,3,129.0,2.0
Nahki Wells,90,4,45.0,0.0
Nikola Vlasic,11,3,50.0,0.0
Pascal Groß,36,3,67.0,0.0
Paul Dummett,4,2,45.0,0.0
Philip Billing,38,3,45.0,1.0
Phil Foden,43,3,47.0,1.0
Pierre-Emerick Aubameyang,3,4,108.0,2.0
Rajiv van La Parra,38,3,49.0,0.0
Reiss Nelson,3,3,44.0,0.0
Richarlison de Andrade,11,3,67.0,3.0
Robert Elliot,4,1,44.0,0.0
Sam Baldock,36,4,45.0,0.0
Sandro Ramírez,11,4,54.0,0.0
Scott Malone,38,2,40.0,0.0
Sead Kolasinac,3,2,49.0,0.0
Serge Aurier,6,2,58.0,0.0
Shane Duffy,36,2,45.0,0.0
Solomon March,36,3,50.0,2.0
Steve Mounie,38,4,59.0,1.0
Tammy Abraham,8,4,54.0,0.0
Terence Kongolo,38,2,44.0,1.0
Tiemoué Bakayoko,8,3,49.0,0.0
Tomer Hemed,36,4,49.0,0.0
Tommy Smith,38,2,44.0,0.0
Tom Ince,38,3,50.0,0.0
Vicente Iborra,13,3,48.0,1.0
Victor Lindelöf,1,2,49.0,-2.0
Wesley Hoedt,20,2,45.0,1.0
Will Hughes,57,3,50.0,2.0
Álvaro Morata,8,4,88.0,1.0
Aboubakar Kamara,54,4,44.0,0.0
Adama Diakhaby,38,3,48.0,0.0
Adam Masina,57,2,43.0,0.0
Alex Smithies,97,1,44.0,0.0
Alireza Jahanbakhsh,36,3,68.0,1.0
Alisson Ramses Becker,14,1,56.0,3.0
Andriy Yarmolenko,21,3,68.0,5.0
André Filipe Tavares Gomes,11,3,54.0,0.0
André-Frank Zambo Anguissa,54,3,44.0,2.0
André Schürrle,54,3,59.0,2.0
Anthony Pilkington,97,3,44.0,0.0
Arijanet Muric,43,1,45.0,0.0
Aron Gunnarsson,97,3,44.0,0.0
Ashley Darel Jazz Richards,97,2,39.0,0.0
Barry Douglas,39,2,50.0,0.0
Bernardo Fernandes da Silva Junior,36,2,43.0,0.0
Bernard Anício Caldeira Duarte,11,3,59.0,4.0
Bernd Leno,3,1,48.0,2.0
Bobby Reid,97,4,53.0,0.0
Bonatini Lohner Maia Bonatini,39,4,49.0,1.0
Brian Murphy,97,1,40.0,0.0
Bright Enobakhare,39,3,44.0,0.0
Bruno Ecuele Manga,97,2,45.0,4.0
Callum Paterson,97,3,52.0,2.0
Carlos Sánchez,21,3,45.0,0.0
Conor Coady,39,2,45.0,6.0
Cyrus Christie,54,2,43.0,0.0
Danny Batth,39,2,40.0,0.0
David Junior Hoilett,97,3,52.0,0.0
David Brooks,91,3,50.0,6.0
David Button,36,1,40.0,0.0
David De Gea,,1,59.0,1.0
Denis Odoi,54,2,45.0,0.0
Diego Rico,91,2,45.0,0.0
Diogo Jota,39,3,61.0,2.0
Erik Durm,38,2,45.0,1.0
Fabian Schär,4,2,48.0,0.0
Fabio Henrique Tavares,14,3,56.0,0.0
Fabián Balbuena,21,2,44.0,2.0
Fabricio Agosto Ramírez,54,1,44.0,0.0
Felipe Anderson Pereira Gomes,21,3,68.0,10.0
Filip Benkovic,13,2,50.0,0.0
Florin Andone,36,4,50.0,0.0
Floyd Ayité,54,3,44.0,1.0
Frederico Rodrigues de Paula Santos,1,3,57.0,1.0
Gary Madine,97,4,45.0,1.0
Greg Cunninghamm,97,2,43.0,0.0
Greg Halford,97,2,40.0,0.0
Hélder Costa,39,3,49.0,1.0
Ibrahima Cissé,54,3,44.0,0.0
Isaac Mbenza,38,3,60.0,1.0
Issa Diop,21,2,43.0,2.0
Ivan Cavaleiro,39,3,53.0,6.0
James Maddison,13,3,68.0,6.0
Jamie Sterry,4,2,40.0,0.0
Jannik Vestergaard,20,2,49.0,1.0
Jason Steele,36,1,40.0,0.0
Jean Michael Seri,54,3,55.0,2.0
Jefferson Lerma,91,3,45.0,5.0
Joe Bennett,97,2,45.0,0.0
Joe Bryan,54,2,49.0,1.0
Joe Ralls,97,3,49.0,2.0
John Ruddy,39,1,44.0,0.0
Jonathan Castro Otto,39,2,44.0,12.0
Jorge Luiz Frello Filho,8,3,51.0,2.0
Josh Murphy,97,3,48.0,8.0
José Diogo Dalot Teixeira,1,2,54.0,0.0
João Filipe Iria Santos Moutinho,39,3,54.0,3.0
Juninho Bacuna,38,3,44.0,0.0
Kadeem Harris,97,3,45.0,0.0
Kenneth Zohore,97,4,48.0,2.0
Ken Sema,57,3,48.0,0.0
Kepa Arrizabalaga,8,1,55.0,3.0
Kevin McDonald,54,3,44.0,0.0
Kieran Dowell,11,3,45.0,0.0
Kortney Hause,39,2,40.0,0.0
Leander Dendoncker,39,3,44.0,0.0
Lee Peltier,97,2,39.0,0.0
Leon Balogun,36,2,44.0,0.0
Loïc Damour,97,3,44.0,0.0
Lucas Digne,11,2,48.0,6.0
Lucas Torreira,3,3,49.0,2.0
Luciano Vietto,54,4,55.0,2.0
Luke Amos,6,3,44.0,0.0
Marcus Bettinelli,54,1,44.0,2.0
Marc Navarro,57,2,43.0,1.0
Martín Montoya,36,2,45.0,0.0
Mateo Kovacic,8,3,59.0,7.0
Matteo Guendouzi,3,3,45.0,0.0
Matthew Connolly,97,2,39.0,0.0
Matt Doherty,39,2,45.0,12.0
Maxime Le Marchand,54,2,44.0,0.0
Max Meyer,31,3,58.0,2.0
Mohamed Elyounoussi,20,3,63.0,3.0
Morgan Gibbs-White,39,3,44.0,0.0
Naby Keita,14,3,73.0,1.0
Nathaniel Mendez-Laing,97,3,48.0,0.0
Neeskens Kebano,54,3,44.0,0.0
Neil Etheridge,97,1,46.0,1.0
Omar Bogle,97,4,45.0,0.0
Pontus Dahlberg,57,1,44.0,0.0
Rachid Ghezzal,13,3,53.0,0.0
Rafa Mir,39,4,45.0,0.0
Raúl Jiménez,39,4,56.0,5.0
Ricardo Domingos Barbosa Pereira,13,2,51.0,6.0
Roderick Jefferson Gonçalves Miranda,39,2,40.0,0.0
Romain Saïss,39,2,43.0,0.0
Rui Pedro da Rocha Fonte,54,3,44.0,0.0
Rui Pedro dos Santos Patrício,39,1,45.0,10.0
Ryan Bennett,39,2,41.0,6.0
Ryan Fredericks,21,2,47.0,0.0
Ryan Schofield,38,1,40.0,0.0
Ryan Sessegnon,54,3,62.0,2.0
Rúben Diogo da Silva Neves,39,3,52.0,3.0
Rúben Gonçalo Silva Nascimento Vinagre,39,2,44.0,0.0
Sean Longstaff,4,3,45.0,0.0
Sean Morrison,97,2,49.0,1.0
Sergio Rico,54,1,44.0,0.0
Sokratis Papastathopoulos,3,2,53.0,0.0
Sol Bamba,97,2,45.0,1.0
Stefan Johansen,54,3,53.0,0.0
Stephan Lichtsteiner,3,2,47.0,0.0
Stuart Armstrong,20,3,52.0,1.0
Tim Ream,54,2,43.0,1.0
Tom Cairney,54,3,48.0,1.0
Vicente Guaita,31,1,43.0,0.0
Víctor Camarasa,97,3,45.0,2.0
Willy Boly,39,2,46.0,6.0
Will Norris,39,1,40.0,0.0
Yerry Mina,11,2,54.0,0.0
Yoshinori Muto,4,4,57.0,1.0
Yves Bissouma,36,3,49.0,2.0
Çaglar Söyüncü,13,2,50.0,0.0
