name,team,position,value,total_points
Fernando Francisco Reges,43,3,45.0,0.0
Fernando Llorente,6,4,75.0,0.0
Fernando Luiz Rosa,43,3,50.0,2.0
Francis Coquelin,3,3,45.0,1.0
Fraser Forster,20,1,50.0,11.0
Gabriel Armando de Abreu,3,2,50.0,0.0
Gabriel Fernando de Jesus,43,4,104.0,9.0
Gareth Barry,35,3,45.0,2.0
Gareth McAuley,35,2,50.0,0.0
Gary Cahill,8,2,64.0,0.0
Geoff Cameron,110,2,45.0,2.0
Georges-Kévin Nkoudou,90,3,55.0,0.0
Georginio Wijnaldum,14,3,70.0,3.0
Giannelli Imbula,110,3,45.0,0.0
Glenn Whelan,110,3,45.0,0.0
Glen Johnson,110,2,44.0,0.0
Gnegneri Yaya Touré,43,3,64.0,0.0
Granit Xhaka,3,3,56.0,1.0
Gylfi Sigurdsson,11,3,84.0,2.0
Hal Robson-Kanu,35,4,50.0,0.0
Harry Arter,91,3,50.0,1.0
Harry Kane,6,4,125.0,2.0
Harry Maguire,13,2,51.0,1.0
Harry Winks,6,3,49.0,1.0
Henrikh Mkhitaryan,3,3,82.0,5.0
Heung-Min Son,6,3,80.0,3.0
Heurelho da Silva Gomes,57,1,45.0,6.0
Hugo Lloris,6,1,55.0,2.0
Héctor Bellerín,3,2,60.0,0.0
Ibrahim Afellay,110,3,50.0,0.0
Idrissa Gueye,11,3,50.0,1.0
Ilkay Gündogan,43,3,54.0,0.0
Isaac Success Ajayi,57,3,54.0,0.0
Islam Slimani,4,4,69.0,1.0
Jack Butland,110,1,50.0,2.0
Jack Cork,90,3,45.0,2.0
Jack Stephens,20,2,50.0,7.0
Jack Wilshere,3,3,55.0,0.0
Jake Livermore,35,3,50.0,2.0
James Collins,21,2,45.0,1.0
James McArthur,31,3,45.0,2.0
James McCarthy,11,3,50.0,0.0
James McClean,35,3,50.0,1.0
James Milner,14,3,65.0,1.0
James Morrison,35,3,55.0,3.0
James Tarkowski,90,2,45.0,2.0
James Tomkins,31,2,45.0,1.0
James Ward-Prowse,20,3,55.0,1.0
Jamie Vardy,13,4,86.0,2.0
Jan Vertonghen,6,2,60.0,2.0
Jason Puncheon,31,3,50.0,1.0
Javier Manquillo,4,2,45.0,6.0
Jay Fulton,80,3,45.0,0.0
Jay Rodriguez,35,3,59.0,5.0
Jefferson Montero,80,3,49.0,0.0
Jeffrey Schlupp,31,2,49.0,0.0
Jeff Hendrick,90,3,55.0,0.0
Jermain Defoe,91,4,79.0,2.0
Jerome Sinclair,57,4,50.0,0.0
Jesse Lingard,1,3,59.0,4.0
Joel Dinis Castro Pereira,1,1,40.0,0.0
Joel Matip,14,2,55.0,6.0
Joel Robles,11,1,45.0,0.0
Joel Ward,31,2,50.0,0.0
Joe Allen,110,3,55.0,1.0
Joe Hart,21,1,45.0,2.0
Johann Berg Gudmundsson,90,3,50.0,1.0
John Stones,43,2,55.0,1.0
Jonathan Leko,35,3,45.0,0.0
Jonathan Walters,90,3,55.0,0.0
Jonjoe Kenny,11,2,45.0,0.0
Jonny Evans,35,2,49.0,0.0
Jon Flanagan,14,2,45.0,0.0
Jordan Ayew,80,4,50.0,6.0
Jordan Henderson,14,3,55.0,3.0
Jordan Pickford,11,1,50.0,2.0
Jordon Ibe,91,3,50.0,0.0
Jordy Clasie,20,3,45.0,0.0
Jose Luis Mato Sanmartín,4,4,55.0,7.0
Joseph Gomez,14,2,45.0,10.0
Jose Fonte,21,2,50.0,0.0
Joshua King,91,3,74.0,2.0
Joshua Sims,20,3,45.0,0.0
Josh Tymon,110,2,45.0,0.0
José Holebas,57,2,50.0,0.0
Juan Mata,1,3,70.0,3.0
Julian Speroni,31,1,40.0,0.0
Junior Stanislas,91,3,60.0,0.0
Jérémy Pied,20,2,44.0,0.0
Kane Wilson,35,2,40.0,0.0
Kasper Schmeichel,13,1,50.0,9.0
Kelechi Iheanacho,13,4,69.0,0.0
Keshi Anderson,31,4,45.0,0.0
Kevin De Bruyne,43,3,100.0,3.0
Kevin Long,90,2,40.0,0.0
Kevin Mirallas,11,3,64.0,0.0
Kevin Wimmer,110,2,44.0,0.0
Kieran Gibbs,35,2,50.0,0.0
Kieran Trippier,6,2,54.0,2.0
Kristoffer Nordfeldt,80,1,40.0,0.0
Kurt Zouma,110,2,55.0,2.0
Kyle Naughton,80,2,45.0,12.0
Kyle Walker,43,2,65.0,0.0
Laurent Koscielny,3,2,60.0,0.0
Lee Grant,110,1,45.0,0.0
Leighton Baines,11,2,60.0,1.0
Leiva Lucas,14,3,45.0,0.0
Leonardo Ulloa,36,4,49.0,0.0
Leon Britton,80,3,45.0,0.0
Leroy Fer,80,3,55.0,5.0
Leroy Sané,43,3,83.0,1.0
Lewis Cook,91,3,45.0,0.0
Loris Karius,14,1,50.0,6.0
Lucas Pérez,3,4,74.0,0.0
Luciano Narsingh,80,3,49.0,0.0
Lukasz Fabianski,80,1,45.0,7.0
Luka Milivojevic,31,3,49.0,1.0
Luke Shaw,1,2,49.0,0.0
Lys Mousset,91,4,50.0,1.0
Maarten Stekelenburg,11,1,45.0,0.0
Mamadou Sakho,31,2,49.0,0.0
Mame Biram Diouf,110,4,55.0,0.0
Manolo Gabbiadini,20,4,70.0,2.0
Manuel Agudo Durán,43,3,70.0,0.0
Manuel Lanzini,21,3,69.0,1.0
Marcos Alonso,8,2,70.0,6.0
Marcos Rojo,1,2,55.0,0.0
Marcus Rashford,1,4,75.0,6.0
Marc Albrighton,13,3,55.0,1.0
Marc Muniesa,110,2,45.0,0.0
Marc Pugh,91,3,50.0,0.0
Marko Arnautovic,21,3,69.0,0.0
Marko Grujic,14,3,45.0,1.0
Mark Noble,21,3,55.0,2.0
Marouane Fellaini,1,3,49.0,6.0
Martin Kelly,31,2,44.0,0.0
Martin Olsson,80,2,50.0,6.0
Mason Holgate,11,2,44.0,1.0
Matteo Darmian,1,2,53.0,0.0
Matthew Lowton,90,2,45.0,2.0
Matthew Pennington,11,2,40.0,0.0
Matt Phillips,35,3,60.0,3.0
Matt Targett,20,2,44.0,0.0
Mauro Zárate,57,4,55.0,0.0
Max Gradel,91,3,50.0,0.0
Maya Yoshida,20,2,50.0,6.0
Mesut Özil,3,3,95.0,1.0
Michael Carrick,1,3,44.0,0.0
Michael Keane,11,2,55.0,1.0
Michail Antonio,21,3,75.0,2.0
Michel Vorm,6,1,50.0,0.0
Michy Batshuayi,8,4,83.0,1.0
Miguel Britos,57,2,45.0,-2.0
Mike van der Hoorn,80,2,45.0,7.0
Modou Barrow,80,4,50.0,0.0
Mohamed Diamé,4,3,49.0,1.0
Mohamed Elneny,3,3,45.0,0.0
Molla Wagué,57,2,45.0,0.0
Morgan Schneiderlin,11,3,50.0,0.0
Mousa Dembélé,6,3,50.0,2.0
Moussa Sissoko,6,3,55.0,1.0
Muhamed Bešić,11,3,45.0,1.0
N'Golo Kanté,8,3,50.0,3.0
Nacer Chadli,35,3,59.0,0.0
Nacho Monreal,3,2,55.0,0.0
Nampalys Mendy,13,3,45.0,0.0
Nathaniel Chalobah,57,3,45.0,3.0
Nathaniel Clyne,14,2,55.0,0.0
Nathan Aké,91,2,50.0,0.0
Nathan Dyer,80,3,45.0,0.0
Nathan Redmond,20,3,65.0,3.0
Nemanja Matic,1,3,50.0,3.0
Nick Pope,90,1,45.0,0.0
Nicolás Otamendi,43,2,55.0,1.0
Nordin Amrabat,57,3,50.0,1.0
Olayinka Fredrick Oladotun Ladapo,31,4,45.0,0.0
Oliver McBurnie,80,4,45.0,1.0
Olivier Giroud,8,4,85.0,1.0
Oluwaseyi Ojo,14,3,50.0,0.0
Oriol Romeu Vidal,20,3,45.0,2.0
Pablo Zabaleta,21,2,50.0,1.0
Pape Souaré,31,2,45.0,0.0
Patrick van Aanholt,31,2,55.0,1.0
Paul Pogba,1,3,82.0,3.0
Paul Robinson,90,1,45.0,0.0
Pedro Obiang,21,3,45.0,0.0
Pedro Rodríguez Ledesma,8,3,79.0,3.0
Per Mertesacker,3,2,50.0,0.0
Peter Crouch,110,4,49.0,7.0
Petr Cech,3,1,55.0,2.0
Philippe Coutinho,14,3,89.0,0.0
Phil Bardsley,90,2,45.0,0.0
Phil Jagielka,11,2,50.0,1.0
Phil Jones,1,2,50.0,7.0
Pierre-Emile Højbjerg,20,3,45.0,0.0
Ragnar Klavan,14,2,45.0,0.0
Raheem Sterling,43,3,79.0,4.0
Ramadan Sobhi,110,3,49.0,4.0
Ramiro Funes Mori,11,2,50.0,0.0
Rekeem Harper,35,3,45.0,0.0
Riyad Mahrez,13,3,85.0,2.0
Robbie Brady,90,3,55.0,8.0
Robert Kenedy Nunes do Nascimento,4,3,49.0,0.0
Roberto Firmino,14,3,85.0,12.0
Roberto Pereyra,57,3,59.0,0.0
Robert Huth,13,2,50.0,0.0
Robert Snodgrass,21,3,58.0,0.0
Rob Holding,3,2,49.0,-1.0
Romelu Lukaku,1,4,117.0,0.0
Ross Barkley,8,3,75.0,0.0
Ruben Loftus-Cheek,31,3,45.0,0.0
Ryan Bertrand,20,2,55.0,6.0
Ryan Fraser,91,3,55.0,0.0
Ryan Shawcross,110,2,50.0,2.0
Sadio Mané,14,3,95.0,8.0
Saido Berahino,110,4,60.0,0.0
Salomón Rondón,35,4,63.0,1.0
Sam Byram,21,2,45.0,0.0
Sam Clucas,80,3,50.0,3.0
Sam Field,35,3,45.0,0.0
Sam McQueen,20,3,45.0,1.0
Sam Vokes,90,4,60.0,1.0
Santiago Cazorla,3,3,70.0,0.0
Scott Arfield,90,3,49.0,2.0
Scott Dann,31,2,50.0,1.0
Scott McTominay,1,3,44.0,0.0
Seamus Coleman,11,2,65.0,0.0
Sebastian Prödl,57,2,45.0,6.0
Sergio Agüero,43,4,115.0,1.0
Sergio Romero,1,1,49.0,0.0
Shane Long,20,4,59.0,1.0
Shinji Okazaki,13,4,55.0,1.0
Shkodran Mustafi,3,2,55.0,0.0
Simon Francis,91,2,45.0,0.0
Simon Mignolet,14,1,50.0,0.0
Sofiane Boufal,20,3,59.0,0.0
Sofiane Feghouli,21,3,55.0,0.0
Stefano Okaka,57,4,55.0,0.0
Stephen Kingsley,80,2,45.0,0.0
Stephen Ward,90,2,45.0,2.0
Steven Berghuis,57,3,50.0,0.0
Steven Davis,20,3,50.0,3.0
Steven Defour,90,3,55.0,2.0
Steve Cook,91,2,50.0,0.0
Stuart Taylor,20,1,40.0,0.0
Sullay Kaikai,31,3,45.0,0.0
Sung-yueng Ki,80,3,50.0,0.0
Theo Walcott,11,3,73.0,0.0
Thibaut Courtois,8,1,55.0,6.0
Timothy Fosu-Mensah,31,2,45.0,1.0
Toby Alderweireld,6,2,60.0,2.0
Tom Carroll,80,3,45.0,3.0
Tom Cleverley,57,3,50.0,3.0
Tom Davies,11,3,54.0,1.0
Tom Heaton,90,1,50.0,3.0
Trent Alexander-Arnold,14,3,45.0,0.0
Troy Deeney,57,4,65.0,1.0
Tyrone Mings,91,2,45.0,0.0
Valon Behrami,57,3,45.0,0.0
Victor Moses,8,3,65.0,5.0
Victor Wanyama,6,3,50.0,0.0
Vincent Janssen,6,4,74.0,0.0
Vincent Kompany,43,2,60.0,1.0
Virgil van Dijk,14,2,55.0,0.0
Wayne Hennessey,31,1,45.0,1.0
Wayne Rooney,11,4,76.0,1.0
Wayne Routledge,80,3,55.0,1.0
Wes Morgan,13,2,45.0,1.0
Wilfred Ndidi,13,3,50.0,2.0
Wilfried Zaha,31,3,69.0,0.0
Willian Borges Da Silva,8,3,71.0,3.0
Willy Caballero,8,1,50.0,0.0
Winston Reid,21,2,50.0,0.0
Xherdan Shaqiri,110,3,59.0,2.0
Yannick Bolasie,11,3,65.0,0.0
Yohan Benalouane,13,2,45.0,0.0
Yohan Cabaye,31,3,55.0,0.0
Younes Kaboul,57,2,45.0,0.0
Zlatan Ibrahimovic,1,4,100.0,0.0
Aaron Mooy,38,3,56.0,3.0
Abdelhamid Sabiri,38,3,50.0,0.0
Ahmed El-Sayed Hegazi,35,2,48.0,2.0
Aleksandar Mitrovic,4,4,49.0,5.0
Alexandre Lacazette,3,4,105.0,1.0
Andreas Christensen,8,2,55.0,1.0
André Carrillo,57,3,55.0,1.0
Anthony Knockaert,36,3,59.0,3.0
Antonio Rüdiger,8,2,60.0,6.0
Ayoze Pérez,4,4,55.0,5.0
Benjamin Mendy,43,2,65.0,1.0
Beram Kayal,36,3,45.0,0.0
Bernardo Mota Veiga de Carvalho e Silva,43,3,78.0,2.0
Brahim Diaz,43,3,50.0,0.0
Bruno Saltor Grau,36,2,45.0,0.0
Chancel Mbemba,4,2,40.0,9.0
Charlie Taylor,90,2,44.0,0.0
Charly Musonda,8,3,49.0,0.0
Christian Atsu,4,3,50.0,6.0
Christopher Schindler,38,2,45.0,6.0
Chris Löwe,38,2,45.0,6.0
Chris Wood,90,4,65.0,6.0
Ciaran Clark,4,2,45.0,15.0
Collin Quaner,38,4,45.0,1.0
Connor Goldson,36,2,40.0,0.0
Dale Stephens,36,3,45.0,3.0
Danilo Luiz da Silva,43,2,55.0,5.0
Danny Ward,14,1,45.0,0.0
Danny Williams,38,3,50.0,1.0
Daryl Murphy,4,4,45.0,0.0
Davinson Sánchez,6,2,60.0,1.0
Davy Klaassen,11,3,74.0,0.0
Davy Pröpper,36,3,55.0,3.0
Dean Whitehead,38,3,45.0,0.0
Dwight Gayle,4,4,64.0,0.0
Ederson Santana de Moraes,43,1,55.0,2.0
Elias Kachunga,38,3,60.0,3.0
Eric Maxim Choupo-Moting,110,3,55.0,2.0
Fikayo Tomori,8,2,45.0,0.0
Florent Hadergjonaj,38,2,45.0,0.0
Florian Lejeune,4,2,44.0,0.0
Francisco Femenía Far,57,2,45.0,8.0
Freddie Woodman,4,1,40.0,0.0
Gaëtan Bong,36,2,45.0,0.0
Glenn Murray,36,4,58.0,0.0
Grant Hanley,4,2,40.0,0.0
Harry Bunn,38,3,45.0,0.0
Henri Saivet,4,3,45.0,0.0
Isaac Hayden,4,3,45.0,3.0
Isaiah Brown,36,3,54.0,0.0
Jack Colback,4,3,45.0,0.0
Jack Payne,38,3,45.0,0.0
Jacob Murphy,4,3,54.0,1.0
Jairo Riedewald,31,2,49.0,0.0
Jamaal Lascelles,4,2,45.0,6.0
Jamie Murphy,36,3,50.0,1.0
Jan Bednarek,20,2,44.0,0.0
Jason Lokilo,31,3,45.0,0.0
Javier Hernández Balcázar,21,4,71.0,1.0
Jeremie Boga,8,3,60.0,0.0
Jesé Rodríguez Ruiz,110,3,60.0,2.0
Jesús Gámez Duarte,4,2,40.0,0.0
Jiri Skalak,36,3,49.0,0.0
Joel Coleman,38,1,40.0,0.0
Joe Lolley,38,3,45.0,0.0
Jon Gorenc Stankovic,38,2,40.0,0.0
Jonas Lössl,38,1,45.0,6.0
Jonathan Hogg,38,3,45.0,0.0
Jonjo Shelvey,4,3,54.0,0.0
José Heriberto Izquierdo Mena,36,3,60.0,1.0
Karl Darlow,4,1,45.0,0.0
Kasey Palmer,8,3,55.0,1.0
Kyle Bartley,80,2,45.0,0.0
Kyle Scott,8,3,45.0,0.0
Kyle Walker-Peters,6,2,45.0,0.0
Laurent Depoitre,38,4,53.0,0.0
Lewis Dunk,36,2,45.0,6.0
Liam Rosenior,36,2,40.0,1.0
Mario Lemina,20,3,50.0,3.0
Markus Suttner,36,2,45.0,7.0
Mark Hudson,38,2,40.0,0.0
Martin Cranie,38,2,40.0,0.0
Massadio Haidara,4,2,40.0,0.0
Mathew Ryan,36,1,45.0,6.0
Mathias Jorgensen,38,2,46.0,6.0
Matty James,13,3,45.0,1.0
Matt Ritchie,4,3,60.0,6.0
Michael Hefele,38,2,44.0,0.0
Mikel Merino,4,3,50.0,2.0
Mohamed Salah,14,3,90.0,11.0
Nahki Wells,90,4,50.0,0.0
Niki Mäenpää,36,1,40.0,0.0
Oliver Burke,35,3,55.0,1.0
Oliver Norwood,36,3,45.0,0.0
Pascal Groß,36,3,55.0,3.0
Paul Dummett,4,2,44.0,0.0
Philip Billing,38,3,45.0,3.0
Phil Foden,43,3,50.0,0.0
Rajiv van La Parra,38,3,50.0,1.0
Reiss Nelson,3,3,50.0,0.0
Richarlison de Andrade,57,3,60.0,3.0
Robert Elliot,4,1,40.0,7.0
Rolando Aarons,4,3,45.0,0.0
Roque Mesa,80,3,45.0,0.0
Sam Baldock,36,4,50.0,0.0
Sandro Ramírez,11,4,74.0,2.0
Scott Malone,38,2,44.0,0.0
Sead Haksabanovic,21,3,50.0,0.0
Sead Kolasinac,3,2,60.0,0.0
Sean Scannell,38,3,45.0,0.0
Shane Duffy,36,2,45.0,9.0
Siem de Jong,4,3,49.0,0.0
Solomon March,36,3,50.0,3.0
Steve Mounie,38,4,61.0,2.0
Steve Sidwell,36,3,45.0,0.0
Tammy Abraham,80,4,55.0,8.0
Tashan Oakley-Boothe,6,3,45.0,0.0
Tiemoué Bakayoko,8,3,50.0,1.0
Tomer Hemed,36,4,50.0,2.0
Tommy Smith,38,2,50.0,8.0
Tom Ince,38,3,60.0,3.0
Uwe Hünemeier,36,2,40.0,0.0
Vicente Iborra,13,3,59.0,0.0
Victor Lindelöf,1,2,52.0,0.0
Wesley Hoedt,20,2,50.0,0.0
Will Hughes,57,3,49.0,0.0
Yoan Gouffran,4,3,50.0,0.0
Álvaro Morata,8,4,100.0,12.0
