name,team,position,value,total_points
Darren Fletcher,110,3,47.0,0.0
Daryl Janmaat,57,2,48.0,1.0
Dejan Lovren,14,2,53.0,0.0
Didier Ndong,57,3,45.0,0.0
Divock Origi,14,4,74.0,0.0
Dominic Calvert-Lewin,11,4,50.0,4.0
Dominic Solanke,14,4,46.0,0.0
Eliaquim Mangala,11,2,50.0,0.0
Emerson Hyndman,91,3,45.0,0.0
Emre Can,14,3,49.0,1.0
Erik Pieters,110,2,47.0,0.0
Etienne Capoue,57,3,48.0,2.0
Gareth Barry,35,3,45.0,0.0
Gareth McAuley,35,2,45.0,0.0
Geoff Cameron,110,2,43.0,0.0
Georginio Wijnaldum,14,3,66.0,3.0
Gerard Deulofeu,57,3,57.0,0.0
Giannelli Imbula,110,3,45.0,0.0
Glenn Whelan,110,3,45.0,0.0
Glen Johnson,110,2,41.0,1.0
Gylfi Sigurdsson,11,3,80.0,0.0
Hal Robson-Kanu,35,4,49.0,1.0
Harry Arter,91,3,47.0,0.0
Heurelho da Silva Gomes,57,1,45.0,0.0
Ibrahim Afellay,110,3,48.0,0.0
Idrissa Gueye,11,3,48.0,2.0
Isaac Success Ajayi,57,3,53.0,0.0
Jack Butland,110,1,50.0,3.0
Jake Livermore,35,3,48.0,1.0
Jakob Haugaard,110,1,40.0,0.0
James McArthur,31,3,43.0,3.0
James McCarthy,11,3,49.0,0.0
James McClean,35,3,47.0,0.0
James Milner,14,3,60.0,6.0
James Morrison,35,3,54.0,0.0
James Tomkins,31,2,44.0,15.0
Jason Puncheon,31,3,44.0,0.0
Jay Rodriguez,35,3,53.0,7.0
Jeffrey Schlupp,31,2,47.0,1.0
Jermain Defoe,91,4,76.0,1.0
Jerome Sinclair,57,4,49.0,0.0
Joel Matip,14,2,54.0,6.0
Joel Robles,11,1,42.0,0.0
Joel Ward,31,2,47.0,0.0
Joe Allen,110,3,51.0,7.0
Jonathan Leko,35,3,45.0,0.0
Jonjoe Kenny,11,2,42.0,0.0
Jonny Evans,35,2,49.0,6.0
Jon Flanagan,14,2,44.0,0.0
Jordan Henderson,14,3,53.0,3.0
Jordan Pickford,11,1,49.0,3.0
Jordon Ibe,91,3,47.0,10.0
Jordon Mutch,31,3,45.0,0.0
Joseph Gomez,14,2,46.0,5.0
Joshua King,91,3,70.0,5.0
Josh Tymon,110,2,44.0,0.0
José Holebas,57,2,48.0,0.0
Julian Speroni,31,1,41.0,0.0
Julien Ngoy,110,4,45.0,0.0
Junior Stanislas,91,3,60.0,10.0
Kane Wilson,35,2,40.0,0.0
Keshi Anderson,31,4,45.0,0.0
Kevin Mirallas,11,3,60.0,0.0
Kevin Wimmer,110,2,40.0,0.0
Kieran Gibbs,35,2,50.0,1.0
Kurt Zouma,110,2,54.0,1.0
Lee Grant,110,1,42.0,0.0
Leighton Baines,11,2,56.0,2.0
Leiva Lucas,14,3,45.0,0.0
Lewis Cook,91,3,43.0,2.0
Loris Karius,14,1,48.0,6.0
Luka Milivojevic,31,3,49.0,10.0
Lys Mousset,91,4,49.0,1.0
Maarten Stekelenburg,11,1,42.0,0.0
Mamadou Sakho,31,2,46.0,7.0
Mame Biram Diouf,110,4,52.0,0.0
Marc Muniesa,110,2,45.0,0.0
Marc Pugh,91,3,47.0,0.0
Marko Grujic,14,3,42.0,0.0
Martin Kelly,31,2,42.0,0.0
Mason Holgate,11,2,41.0,1.0
Matthew Pennington,11,2,40.0,0.0
Matt Phillips,35,3,54.0,1.0
Mauro Zárate,57,4,54.0,0.0
Max Gradel,91,3,50.0,0.0
Michael Folivi,57,4,45.0,0.0
Michael Keane,11,2,53.0,2.0
Miguel Britos,57,2,43.0,0.0
Molla Wagué,57,2,45.0,0.0
Morgan Schneiderlin,11,3,47.0,1.0
Muhamed Bešić,11,3,42.0,0.0
Nacer Chadli,35,3,56.0,0.0
Nathaniel Chalobah,57,3,42.0,0.0
Nathaniel Clyne,14,2,53.0,0.0
Nathan Aké,91,2,51.0,2.0
Nordin Amrabat,57,3,50.0,0.0
Olayinka Fredrick Oladotun Ladapo,31,4,45.0,0.0
Oluwaseyi Ojo,14,3,50.0,0.0
Oumar Niasse,11,4,49.0,0.0
Pape Souaré,31,2,45.0,0.0
Patrick van Aanholt,31,2,51.0,7.0
Peter Crouch,110,4,48.0,2.0
Philippe Coutinho,14,3,91.0,0.0
Phil Jagielka,11,2,47.0,1.0
Ragnar Klavan,14,2,42.0,0.0
Ramadan Sobhi,110,3,45.0,2.0
Ramiro Funes Mori,11,2,49.0,0.0
Rekeem Harper,35,3,45.0,0.0
Roberto Firmino,14,3,96.0,7.0
Roberto Pereyra,57,3,58.0,2.0
Ruben Loftus-Cheek,31,3,44.0,1.0
Ryan Fraser,91,3,51.0,0.0
Ryan Shawcross,110,2,48.0,0.0
Sadio Mané,14,3,95.0,9.0
Saido Berahino,110,4,56.0,1.0
Salomón Rondón,35,4,60.0,5.0
Sam Field,35,3,44.0,1.0
Scott Dann,31,2,46.0,0.0
Seamus Coleman,11,2,64.0,2.0
Sebastian Prödl,57,2,43.0,0.0
Simon Francis,91,2,43.0,1.0
Simon Mignolet,14,1,47.0,0.0
Stefano Okaka,57,4,53.0,1.0
Stephen Ireland,110,3,45.0,0.0
Steven Berghuis,57,3,50.0,0.0
Steve Cook,91,2,46.0,2.0
Sullay Kaikai,31,3,43.0,0.0
Theo Walcott,11,3,71.0,5.0
Thomas Edwards,110,2,40.0,0.0
Timothy Fosu-Mensah,31,2,44.0,0.0
Tom Cleverley,57,3,50.0,0.0
Tom Davies,11,3,51.0,1.0
Trent Alexander-Arnold,14,3,43.0,0.0
Troy Deeney,57,4,63.0,2.0
Tyrone Mings,91,2,43.0,0.0
Valon Behrami,57,3,45.0,0.0
Virgil van Dijk,14,2,57.0,6.0
Wayne Hennessey,31,1,43.0,6.0
Wayne Rooney,11,4,72.0,3.0
Wilfried Zaha,31,3,68.0,3.0
Xherdan Shaqiri,110,3,64.0,2.0
Yannick Bolasie,11,3,64.0,2.0
Yohan Cabaye,31,3,53.0,2.0
Younes Kaboul,57,2,42.0,0.0
Aaron Mooy,38,3,53.0,1.0
Abdelhamid Sabiri,38,3,47.0,0.0
Ahmed El-Sayed Hegazi,35,2,47.0,1.0
Alexander Sørloth,31,4,55.0,0.0
Ali Gabr,35,2,43.0,0.0
André Carrillo,57,3,55.0,0.0
Beni Baningime,11,3,45.0,0.0
Cenk Tosun,11,4,68.0,13.0
Christopher Schindler,38,2,47.0,0.0
Chris Löwe,38,2,44.0,1.0
Collin Quaner,38,4,46.0,2.0
Connor Mahoney,91,3,45.0,0.0
Daniel Bachmann,57,1,40.0,0.0
Danny Ward,14,1,44.0,0.0
Danny Williams,38,3,48.0,0.0
Davy Klaassen,11,3,69.0,0.0
Dean Whitehead,38,3,42.0,0.0
Diego Cavalieri,31,1,40.0,0.0
Dion Henry,31,1,40.0,0.0
Dodi Lukebakio,57,3,50.0,0.0
Elias Kachunga,38,3,57.0,1.0
Erdal Rakip,31,3,49.0,0.0
Eric Maxim Choupo-Moting,110,3,54.0,6.0
Florent Hadergjonaj,38,2,45.0,1.0
Francisco Femenía Far,57,2,43.0,0.0
Grzegorz Krychowiak,35,3,48.0,0.0
Harry Bunn,38,3,45.0,0.0
Harry Souttar,110,2,40.0,0.0
Jack Payne,38,3,45.0,0.0
Jack Simpson,91,2,40.0,0.0
Jairo Riedewald,31,2,46.0,0.0
Jaroslaw Jach,31,2,43.0,0.0
Jason Lokilo,31,3,43.0,0.0
Jesé Rodríguez Ruiz,110,3,54.0,1.0
Joel Coleman,38,1,40.0,0.0
Joe Lolley,38,3,43.0,0.0
Jon Gorenc Stankovic,38,2,39.0,0.0
Jonas Lössl,38,1,46.0,2.0
Jonathan Hogg,38,3,44.0,1.0
Joy Mukena,57,2,40.0,0.0
Konstantinos Stafylidis,110,2,44.0,1.0
Kyle Jameson,35,2,40.0,0.0
Kyle Taylor,91,3,45.0,0.0
Laurent Depoitre,38,4,51.0,0.0
Levi Lumeka,31,3,44.0,0.0
Luke Garbutt,11,2,40.0,0.0
Mark Hudson,38,2,40.0,0.0
Martin Cranie,38,2,40.0,0.0
Marvin Zeegelaar,57,2,41.0,0.0
Mathias Jorgensen,38,2,45.0,1.0
Matt Butcher,91,3,45.0,0.0
Max Melbourne,35,2,40.0,0.0
Michael Hefele,38,2,42.0,0.0
Mohamed Salah,14,3,106.0,29.0
Moritz Bauer,110,2,45.0,0.0
Nathan Ferguson,35,2,40.0,0.0
Nikola Vlasic,11,3,53.0,0.0
Nya Kirby,31,3,45.0,0.0
Oliver Burke,35,3,49.0,0.0
Orestis Karnezis,57,1,45.0,1.0
Papa Alioune Ndiaye,110,3,53.0,2.0
Philip Billing,38,3,44.0,0.0
Rajiv van La Parra,38,3,49.0,1.0
Rayhaan Tulloch,35,4,45.0,0.0
Richarlison de Andrade,57,3,60.0,2.0
Robert Green,38,1,40.0,0.0
Sandro Ramírez,11,4,70.0,0.0
Scott Malone,38,2,43.0,1.0
Sean Scannell,38,3,45.0,0.0
Steve Mounie,38,4,59.0,2.0
Terence Kongolo,38,2,44.0,0.0
Tommy Smith,38,2,47.0,0.0
Tom Ince,38,3,55.0,2.0
Tyrese Campbell,110,4,45.0,0.0
Will Hughes,57,3,46.0,1.0
