name,team,position,value,total_points
Christian Pulisic,8,3,69.0,0.0
Christian Saydee,91,3,45.0,0.0
Christoph Zimmermann,45,2,44.0,1.0
Chris Basham,49,2,45.0,2.0
Conor Hourihane,7,3,57.0,0.0
Daniel Ceballos Fernández,3,3,52.0,0.0
Daniel N'Lundulu,20,4,45.0,0.0
David Martin,21,1,41.0,0.0
David McGoldrick,49,4,54.0,0.0
Dean Henderson,49,1,49.0,11.0
Dennis Praet,13,3,53.0,0.0
Dennis Srbeny,45,4,52.0,0.0
Dimitri Foulquier,57,2,40.0,0.0
Djibril Sidibé,11,2,54.0,1.0
Douglas Luiz Soares de Paulo,7,3,44.0,6.0
Emiliano Buendía,45,3,60.0,0.0
Emil Krafth,4,2,43.0,1.0
Enda Stevens,49,2,51.0,2.0
Eric Garcia,43,2,45.0,1.0
Ezri Konsa Ngoyo,7,2,43.0,6.0
Frédéric Guilbert,7,2,44.0,2.0
Gabriel Teodoro Martinelli Silva,3,4,45.0,8.0
Gavin Kilkenny,91,3,45.0,0.0
Gedson Carvalho Fernandes,6,3,50.0,1.0
George Baldock,49,2,51.0,2.0
Giovani Lo Celso,6,3,73.0,2.0
Giovanni McGregor,31,3,45.0,0.0
Gonçalo Bento Soares Cardoso,21,2,40.0,0.0
Henri Lansbury,7,3,44.0,0.0
Ibrahim Amadou,45,3,45.0,0.0
Ignacio Pussetto,57,3,50.0,1.0
Indiana Vassilev,7,3,45.0,1.0
Ismaïla Sarr,57,3,62.0,0.0
Jack Grealish,7,3,66.0,2.0
Jack O'Connell,49,2,46.0,2.0
Jack Stacey,91,2,43.0,0.0
Jake Eastwood,49,1,43.0,0.0
Jamal Lewis,45,2,45.0,0.0
James Justin,13,2,48.0,0.0
Japhet Tanganga,6,2,40.0,0.0
Jean-Philippe Gbamin,11,3,48.0,0.0
Jed Steer,7,1,44.0,0.0
Jeremy Ngakia,21,2,40.0,1.0
Jesús Vallejo Lázaro,39,2,46.0,0.0
Jetro Willems,4,2,46.0,0.0
Joelinton Cássio Apolinário de Lira,4,4,55.0,2.0
John Egan,49,2,45.0,2.0
John Fleck,49,3,50.0,1.0
John Lundstram,49,2,51.0,1.0
John McGinn,7,3,55.0,0.0
Jonathan Kodjia,7,4,54.0,0.0
Joseph Anang,21,1,40.0,0.0
Josip Drmic,45,4,53.0,1.0
José Ignacio Peleteiro Romallo,7,3,58.0,0.0
José Ángel Esmorís Tasende,43,2,47.0,0.0
José Reina,7,1,45.0,2.0
João Pedro Cavaco Cancelo,43,2,52.0,0.0
João Pedro Junqueira de Jesus,57,4,50.0,0.0
Keinan Davis,7,3,43.0,0.0
Kenny McLean,45,3,49.0,2.0
Kevin Danso,20,2,42.0,0.0
Kieran Tierney,3,2,53.0,0.0
Kieron Freeman,49,2,42.0,0.0
Leandro Trossard,36,3,58.0,1.0
Leon Clarke,49,4,45.0,0.0
Lewis Gibson,11,2,43.0,0.0
Liam Gibson,4,2,40.0,0.0
Lloyd Kelly,91,2,44.0,0.0
Lovre Kalinic,7,1,43.0,0.0
Lukas Rupp,45,3,45.0,2.0
Luke Cundle,39,3,45.0,0.0
Luke Freeman,49,3,51.0,0.0
Mace Goodridge,90,3,45.0,0.0
Mahmoud Ahmed Ibrahim Hassan,7,3,52.0,2.0
Marco Stiepermann,45,3,51.0,1.0
Mario Vrancic,45,3,62.0,0.0
Mark Duffy,49,3,52.0,0.0
Marvelous Nakamba,7,3,44.0,2.0
Mason Mount,8,3,62.0,1.0
Matthew Clarke,36,2,44.0,0.0
Matthew Longstaff,4,3,45.0,2.0
Maximillian Aarons,45,2,43.0,4.0
Michael McGovern,45,1,40.0,0.0
Michael Verrips,49,1,44.0,0.0
Mihai-Alexandru Dobre,91,3,45.0,0.0
Moise Kean,11,4,64.0,9.0
Moritz Leitner,45,3,43.0,0.0
Moussa Djenepo,20,3,52.0,0.0
Nathaniel Phillips,14,2,40.0,0.0
Neal Maupay,36,4,59.0,2.0
Neco Williams,14,2,40.0,0.0
Nicolas Pépé,3,3,91.0,2.0
Ondrej Duda,45,3,50.0,2.0
Onel Hernández,45,3,53.0,1.0
Oskar Buur,39,2,40.0,0.0
Owen Otasowie,39,3,45.0,0.0
Pablo Fornals,21,3,60.0,1.0
Patrick Cutrone,39,4,55.0,0.0
Patrick Roberts,45,3,51.0,0.0
Pedro Lomba Neto,39,3,50.0,2.0
Philip Heise,45,2,39.0,0.0
Ralf Fahrmann,45,1,44.0,0.0
Ravel Morrison,49,3,46.0,0.0
Reece James,8,2,50.0,0.0
Rhu-endly Martina,11,2,40.0,0.0
Richard Stearman,49,2,39.0,0.0
Roberto Jimenez Gago,21,1,44.0,0.0
Rodrigo Hernandez,43,3,54.0,2.0
Ryan Giles,39,2,40.0,0.0
Scott Carson,43,1,40.0,0.0
Simon Moore,49,1,43.0,0.0
Stephen Henderson,31,1,40.0,0.0
Steven Alzate,36,3,45.0,2.0
Sébastien Haller,21,4,70.0,2.0
Takumi Minamino,14,3,65.0,0.0
Tanguy Ndombele,6,3,58.0,0.0
Tariq Lamptey,36,2,40.0,0.0
Taylor Perry,39,3,45.0,0.0
Teemu Pukki,45,4,65.0,8.0
Thomas Allan,4,3,45.0,0.0
Timm Klose,45,2,43.0,0.0
Todd Cantwell,45,3,50.0,1.0
Tom Trybull,45,3,44.0,0.0
Troy Parrott,6,4,43.0,0.0
Tudor Baluta,36,2,40.0,0.0
Tyreece John-Jules,3,4,45.0,0.0
Tyrick Mitchell,31,2,40.0,0.0
Wesley Moraes,7,4,55.0,0.0
William Smallbone,20,3,45.0,0.0
Ørjan Nyland,7,1,43.0,0.0
