name,team,position,value,total_points
Kieran Dowell,11,3,45.0,0.0
Kortney Hause,39,2,40.0,0.0
Leander Dendoncker,39,3,43.0,0.0
Lee Peltier,97,2,38.0,1.0
Leon Balogun,36,2,42.0,1.0
Loïc Damour,97,3,43.0,0.0
Lucas Digne,11,2,49.0,3.0
Lucas Torreira,3,3,51.0,2.0
Luciano Vietto,54,4,55.0,0.0
Luke Amos,6,3,43.0,0.0
Marcus Bettinelli,54,1,44.0,0.0
Marc Navarro,57,2,43.0,0.0
Martín Montoya,36,2,43.0,1.0
Mateo Kovacic,8,3,58.0,2.0
Matteo Guendouzi,3,3,45.0,2.0
Matthew Connolly,97,2,38.0,0.0
Matt Doherty,39,2,51.0,6.0
Maxime Le Marchand,54,2,42.0,0.0
Max Meyer,31,3,56.0,3.0
Mohamed Elyounoussi,20,3,61.0,0.0
Morgan Gibbs-White,39,3,43.0,3.0
Naby Keita,14,3,72.0,2.0
Nathaniel Mendez-Laing,97,3,48.0,1.0
Neeskens Kebano,54,3,44.0,1.0
Neil Etheridge,97,1,45.0,2.0
Oliver Skipp,6,3,45.0,3.0
Omar Bogle,97,4,45.0,0.0
Pontus Dahlberg,57,1,44.0,0.0
Rachid Ghezzal,13,3,51.0,1.0
Rafa Mir,39,4,45.0,0.0
Raúl Jiménez,39,4,62.0,9.0
Ricardo Domingos Barbosa Pereira,13,2,51.0,1.0
Roderick Jefferson Gonçalves Miranda,39,2,40.0,0.0
Romain Saïss,39,2,42.0,1.0
Rui Pedro da Rocha Fonte,54,3,44.0,0.0
Rui Pedro dos Santos Patrício,39,1,46.0,7.0
Ryan John Giles,39,3,45.0,0.0
Ryan Bennett,39,2,42.0,6.0
Ryan Fredericks,21,2,46.0,0.0
Ryan Schofield,38,1,40.0,0.0
Ryan Sessegnon,54,3,60.0,0.0
Rúben Diogo da Silva Neves,39,3,50.0,3.0
Rúben Gonçalo Silva Nascimento Vinagre,39,2,43.0,0.0
Sean Longstaff,4,3,45.0,0.0
Sean Morrison,97,2,47.0,1.0
Sergio Rico,54,1,44.0,1.0
Sokratis Papastathopoulos,3,2,51.0,0.0
Sol Bamba,97,2,45.0,1.0
Stefan Johansen,54,3,51.0,0.0
Stephan Lichtsteiner,3,2,45.0,1.0
Stuart Armstrong,20,3,51.0,1.0
Timothy Eyoma,6,2,40.0,0.0
Tim Ream,54,2,42.0,0.0
Tom Cairney,54,3,47.0,2.0
Tyreke Johnson,20,3,45.0,1.0
Vicente Guaita,31,1,42.0,5.0
Viktor Gyokeres,36,4,45.0,0.0
Víctor Camarasa,97,3,46.0,5.0
Willy Boly,39,2,46.0,6.0
Will Norris,39,1,40.0,0.0
Yan Valery,20,2,40.0,1.0
Yerry Mina,11,2,54.0,1.0
Yoshinori Muto,4,4,56.0,0.0
Yves Bissouma,36,3,47.0,1.0
Zech Medley,3,2,40.0,0.0
Zeze Steven Sessegnon,54,2,40.0,0.0
Çaglar Söyüncü,13,2,49.0,0.0
