name,team,position,value,total_points
Robert Snodgrass,21,3,58.0,0.0
Rob Holding,3,2,44.0,0.0
Ruben Loftus-Cheek,31,3,44.0,2.0
Ryan Shawcross,110,2,48.0,2.0
Sadio Mané,14,3,95.0,3.0
Saido Berahino,110,4,56.0,0.0
Salomón Rondón,35,4,60.0,9.0
Sam Byram,21,2,42.0,0.0
Sam Clucas,80,3,47.0,1.0
Sam Field,35,3,44.0,0.0
Sam Vokes,90,4,57.0,1.0
Santiago Cazorla,3,3,69.0,0.0
Scott Arfield,90,3,49.0,0.0
Scott Dann,31,2,46.0,0.0
Seamus Coleman,11,2,64.0,6.0
Sebastian Prödl,57,2,43.0,0.0
Sergio Agüero,43,4,116.0,0.0
Shkodran Mustafi,3,2,55.0,1.0
Simon Mignolet,14,1,47.0,0.0
Sofiane Feghouli,21,3,55.0,0.0
Stefano Okaka,57,4,53.0,2.0
Stephen Ireland,110,3,45.0,1.0
Stephen Kingsley,80,2,45.0,0.0
Stephen Ward,90,2,48.0,2.0
Steven Berghuis,57,3,50.0,0.0
Steven Defour,90,3,54.0,0.0
Sullay Kaikai,31,3,43.0,0.0
Sung-yueng Ki,80,3,47.0,2.0
Theo Walcott,11,3,68.0,8.0
Thomas Edwards,110,2,40.0,0.0
Timothy Fosu-Mensah,31,2,44.0,0.0
Tom Carroll,80,3,43.0,2.0
Tom Cleverley,57,3,50.0,0.0
Tom Davies,11,3,51.0,1.0
Tom Heaton,90,1,47.0,0.0
Trent Alexander-Arnold,14,3,44.0,0.0
Troy Deeney,57,4,63.0,2.0
Valon Behrami,57,3,45.0,0.0
Vincent Kompany,43,2,58.0,6.0
Virgil van Dijk,14,2,57.0,1.0
Wayne Hennessey,31,1,44.0,10.0
Wayne Rooney,11,4,71.0,2.0
Wayne Routledge,80,3,51.0,0.0
Wilfried Bony,80,4,56.0,0.0
Wilfried Zaha,31,3,69.0,2.0
Winston Reid,21,2,48.0,0.0
Xherdan Shaqiri,110,3,62.0,2.0
Yannick Bolasie,11,3,64.0,1.0
Yohan Cabaye,31,3,53.0,3.0
Younes Kaboul,57,2,42.0,0.0
Adam Legzdins,90,1,40.0,0.0
Ahmed El-Sayed Hegazi,35,2,46.0,1.0
Aleksandar Mitrovic,4,4,47.0,0.0
Alexander Sørloth,31,4,55.0,0.0
Alexandre Lacazette,3,4,102.0,13.0
Ali Gabr,35,2,42.0,0.0
Anders Lindegaard,90,1,40.0,0.0
André Carrillo,57,3,54.0,0.0
Antonio Martinez Lopez,21,4,50.0,0.0
Aymeric Laporte,43,2,51.0,6.0
Ayoze Pérez,4,4,53.0,2.0
Beni Baningime,11,3,45.0,0.0
Benjamin Mendy,43,2,63.0,1.0
Ben Johnson,21,3,44.0,0.0
Bernardo Mota Veiga de Carvalho e Silva,43,3,72.0,11.0
Brahim Diaz,43,3,47.0,0.0
Cenk Tosun,11,4,68.0,2.0
Chancel Mbemba,4,2,39.0,0.0
Charlie Taylor,90,2,42.0,0.0
Christian Atsu,4,3,48.0,0.0
Chris Wood,90,4,63.0,2.0
Ciaran Clark,4,2,43.0,0.0
Conor Masterson,14,2,40.0,0.0
Curtis Jones,14,3,45.0,0.0
Daniel Bachmann,57,1,40.0,0.0
Danilo Luiz da Silva,43,2,50.0,9.0
Danny Ward,14,1,44.0,0.0
Daryl Murphy,4,4,45.0,0.0
Davy Klaassen,11,3,69.0,0.0
Diego Cavalieri,31,1,40.0,0.0
Dion Henry,31,1,40.0,0.0
Dodi Lukebakio,57,3,49.0,0.0
Dwight Gayle,4,4,61.0,1.0
Ederson Santana de Moraes,43,1,56.0,6.0
Edward Nketiah,3,4,50.0,0.0
Erdal Rakip,31,3,48.0,0.0
Eric Maxim Choupo-Moting,110,3,53.0,0.0
Erwin Mulder,80,1,40.0,0.0
Florian Lejeune,4,2,43.0,2.0
Francisco Femenía Far,57,2,43.0,1.0
Freddie Woodman,4,1,40.0,0.0
Grady Diangana,21,3,45.0,0.0
Grant Hanley,4,2,40.0,0.0
Grzegorz Krychowiak,35,3,47.0,0.0
Harry Souttar,110,2,40.0,0.0
Henri Saivet,4,3,44.0,0.0
Isaac Hayden,4,3,44.0,0.0
Jack Colback,4,3,42.0,0.0
Jacob Murphy,4,3,50.0,1.0
Jairo Riedewald,31,2,46.0,0.0
Jamaal Lascelles,4,2,48.0,2.0
James Daly,31,4,45.0,0.0
Jaroslaw Jach,31,2,43.0,0.0
Jason Lokilo,31,3,43.0,0.0
Javier Hernández Balcázar,21,4,67.0,1.0
Jesé Rodríguez Ruiz,110,3,54.0,0.0
Jesús Gámez Duarte,4,2,39.0,0.0
Joe Rodon,80,2,40.0,0.0
Jonjo Shelvey,4,3,52.0,2.0
Jordan Hugill,21,4,50.0,0.0
Joseph Willock,3,3,45.0,0.0
Josh Pask,21,2,40.0,0.0
Joy Mukena,57,2,40.0,0.0
João Mário Naval Costa Eduardo,21,3,60.0,1.0
Karl Darlow,4,1,43.0,0.0
Konstantinos Mavropanos,3,2,43.0,0.0
Konstantinos Stafylidis,110,2,43.0,0.0
Kyle Bartley,80,2,43.0,1.0
Kyle Jameson,35,2,40.0,0.0
Lasse Sorenson,110,3,45.0,0.0
Levi Lumeka,31,3,44.0,0.0
Lukas Nmecha,43,4,45.0,0.0
Luke Garbutt,11,2,40.0,0.0
Martin Dubravka,4,1,45.0,2.0
Marvin Zeegelaar,57,2,40.0,0.0
Massadio Haidara,4,2,39.0,0.0
Matt Ritchie,4,3,54.0,2.0
Max Melbourne,35,2,40.0,0.0
Mikel Merino,4,3,49.0,1.0
Mohamed Salah,14,3,106.0,7.0
Moritz Bauer,110,2,45.0,2.0
Nahki Wells,90,4,49.0,0.0
Nathan Ferguson,35,2,40.0,0.0
Nathan Trott,21,1,40.0,0.0
Nikola Vlasic,11,3,53.0,0.0
Nya Kirby,31,3,45.0,0.0
Oliver Burke,35,3,49.0,1.0
Orestis Karnezis,57,1,45.0,6.0
Papa Alioune Ndiaye,110,3,50.0,9.0
Patrice Evra,21,2,42.0,0.0
Paul Dummett,4,2,42.0,2.0
Phil Foden,43,3,47.0,1.0
Pierre-Emerick Aubameyang,3,4,108.0,4.0
Rafael Camacho,14,3,45.0,0.0
Rayhaan Tulloch,35,4,45.0,0.0
Reiss Nelson,3,3,47.0,0.0
Renato Sanches,80,3,43.0,0.0
Richarlison de Andrade,57,3,59.0,1.0
Robert Elliot,4,1,40.0,0.0
Rolando Aarons,4,3,43.0,0.0
Roque Mesa,80,3,42.0,0.0
Sandro Ramírez,11,4,70.0,0.0
Sead Haksabanovic,21,3,50.0,0.0
Sead Kolasinac,3,2,58.0,0.0
Siem de Jong,4,3,49.0,0.0
Tammy Abraham,80,4,54.0,1.0
Tyrese Campbell,110,4,45.0,1.0
Will Hughes,57,3,46.0,3.0
Yoan Gouffran,4,3,50.0,0.0
