name,team,position,value,total_points
N'Golo Kanté,8,3,50.0,2.0
Nampalys Mendy,13,3,45.0,1.0
Nathaniel Clyne,91,2,44.0,1.0
Nathan Aké,91,2,51.0,4.0
Nick Pope,90,1,48.0,0.0
Olivier Giroud,8,4,77.0,1.0
Pablo Zabaleta,21,2,43.0,1.0
Pedro Obiang,21,3,43.0,0.0
Pedro Rodríguez Ledesma,8,3,63.0,2.0
Peter Crouch,90,4,45.0,1.0
Phil Bardsley,90,2,42.0,0.0
Phil Jagielka,11,2,43.0,0.0
Ragnar Klavan,14,2,44.0,0.0
Ramadan Sobhi,38,3,47.0,0.0
Reece Oxford,21,2,42.0,0.0
Robbie Brady,90,3,54.0,1.0
Robert Kenedy Nunes do Nascimento,4,3,47.0,0.0
Roberto Firmino,14,3,92.0,5.0
Robert Snodgrass,21,3,50.0,0.0
Ross Barkley,8,3,51.0,2.0
Ruben Loftus-Cheek,8,3,52.0,1.0
Ryan Fraser,91,3,62.0,2.0
Sadio Mané,14,3,99.0,13.0
Salomón Rondón,4,4,59.0,8.0
Samir Nasri,21,3,52.0,4.0
Sam Byram,21,2,45.0,0.0
Sam Surridge,91,4,45.0,0.0
Sam Vokes,90,4,53.0,0.0
Seamus Coleman,11,2,52.0,8.0
Shinji Okazaki,13,4,52.0,0.0
Simon Francis,91,2,43.0,0.0
Simon Mignolet,14,1,47.0,0.0
Stephen Ward,90,2,47.0,0.0
Steven Defour,90,3,53.0,0.0
Steve Cook,91,2,43.0,0.0
Sung-yueng Ki,4,3,47.0,0.0
Theo Walcott,11,3,60.0,1.0
Thibaut Courtois,8,1,55.0,0.0
Timothy Fosu-Mensah,54,2,45.0,2.0
Tom Davies,11,3,51.0,1.0
Tom Heaton,90,1,48.0,1.0
Trent Alexander-Arnold,14,3,56.0,2.0
Tyias Browning,11,2,40.0,0.0
Tyrone Mings,91,2,42.0,0.0
Victor Moses,8,3,55.0,0.0
Virgil van Dijk,14,2,66.0,2.0
Wes Morgan,13,2,45.0,10.0
Wilfred Ndidi,13,3,49.0,2.0
Willian Borges Da Silva,8,3,71.0,0.0
Willy Caballero,8,1,47.0,0.0
Winston Reid,21,2,44.0,0.0
Xherdan Shaqiri,14,3,69.0,0.0
Yannick Bolasie,11,3,58.0,0.0
Yohan Benalouane,13,2,39.0,0.0
Aaron Mooy,38,3,50.0,6.0
Abdelhamid Sabiri,38,3,43.0,0.0
Adrien Sebastian Perruchet Silva,13,3,47.0,0.0
Aleksandar Mitrovic,54,4,64.0,2.0
Anders Lindegaard,90,1,43.0,0.0
Andreas Christensen,8,2,50.0,0.0
Antonio Rüdiger,8,2,59.0,0.0
Ayoze Pérez,4,4,61.0,1.0
Beni Baningime,11,3,43.0,0.0
Ben Johnson,21,3,40.0,0.0
Callum Hudson-Odoi,8,3,42.0,1.0
Cenk Tosun,11,4,64.0,0.0
Chancel Mbemba,4,2,40.0,0.0
Charlie Taylor,90,2,44.0,4.0
Christian Atsu,4,3,51.0,1.0
Christopher Schindler,38,2,42.0,0.0
Chris Löwe,38,2,44.0,3.0
Chris Wood,90,4,62.0,2.0
Ciaran Clark,4,2,45.0,0.0
Collin Quaner,38,4,43.0,0.0
Curtis Jones,14,3,45.0,0.0
Danny Ward,13,1,43.0,0.0
Danny Williams,38,3,45.0,0.0
Davide Zappacosta,8,2,50.0,0.0
Davy Klaassen,11,3,60.0,0.0
Dwight Gayle,4,4,60.0,0.0
Dwight McNeil,90,4,44.0,8.0
Elias Kachunga,38,3,48.0,0.0
Emerson Palmieri dos Santos,8,2,52.0,0.0
Ethan Ampadu,8,3,44.0,0.0
Florent Hadergjonaj,38,2,43.0,0.0
Florian Lejeune,4,2,44.0,1.0
Fousseni Diabaté,13,4,46.0,0.0
Grady Diangana,21,3,45.0,0.0
Hamza Choudhury,13,3,43.0,0.0
Harvey Barnes,13,3,55.0,2.0
Isaac Hayden,4,3,44.0,1.0
Jack Simpson,91,2,38.0,0.0
Jacob Murphy,4,3,47.0,0.0
Jamaal Lascelles,4,2,47.0,0.0
Javier Hernández Balcázar,21,4,61.0,12.0
Joel Coleman,38,1,40.0,0.0
Jon Gorenc Stankovic,38,2,39.0,0.0
Jonas Lössl,38,1,44.0,0.0
Jonathan Hogg,38,3,44.0,0.0
Jonjo Shelvey,4,3,53.0,1.0
Jordan Hugill,21,4,50.0,0.0
Karl Darlow,4,1,44.0,0.0
Kyle Taylor,91,3,45.0,0.0
Laurent Depoitre,38,4,51.0,0.0
Martin Dubravka,4,1,50.0,1.0
Mathias Jorgensen,38,2,44.0,0.0
Matty James,13,3,44.0,0.0
Matt Ritchie,4,3,58.0,8.0
Mikel Merino,4,3,50.0,0.0
Mohamed Salah,14,3,134.0,2.0
Nahki Wells,90,4,45.0,0.0
Nikola Vlasic,11,3,50.0,0.0
Paul Dummett,4,2,44.0,1.0
Philip Billing,38,3,45.0,0.0
Rafael Camacho,14,3,50.0,0.0
Rajiv van La Parra,38,3,46.0,0.0
Richarlison de Andrade,11,3,65.0,8.0
Robert Elliot,4,1,43.0,0.0
Sandro Ramírez,11,4,54.0,0.0
Scott Malone,38,2,40.0,0.0
Steve Mounie,38,4,58.0,1.0
Tammy Abraham,8,4,54.0,0.0
Terence Kongolo,38,2,43.0,3.0
Tiemoué Bakayoko,8,3,49.0,0.0
Tommy Smith,38,2,44.0,0.0
Tom Ince,38,3,50.0,0.0
Vicente Iborra,13,3,47.0,0.0
Álvaro Morata,8,4,84.0,0.0
Aaron Rowe,38,3,45.0,1.0
Abd-Al-Ali Morakinyo Olaposi Koiki,90,2,40.0,0.0
Aboubakar Kamara,54,4,45.0,0.0
Adama Diakhaby,38,3,45.0,0.0
Alexandre Nascimento Costa Silva,21,4,45.0,0.0
Alisson Ramses Becker,14,1,60.0,2.0
Andriy Yarmolenko,21,3,67.0,0.0
André Filipe Tavares Gomes,11,3,54.0,2.0
André-Frank Zambo Anguissa,54,3,44.0,1.0
André Schürrle,54,3,55.0,0.0
Antonio Barreca,4,2,42.0,0.0
Bernard Anício Caldeira Duarte,11,3,59.0,3.0
Callum Roberts,4,3,45.0,0.0
Carlos Sánchez,21,3,43.0,0.0
Chris Mepham,91,2,45.0,1.0
Conor Coventry,21,3,45.0,0.0
Cyrus Christie,54,2,42.0,1.0
David Brooks,91,3,51.0,2.0
Demeaco Duhaney,38,2,40.0,0.0
Denis Odoi,54,2,44.0,0.0
Diego Rico,91,2,41.0,0.0
Erik Durm,38,2,44.0,0.0
Fabian Schär,4,2,47.0,0.0
Fabio Henrique Tavares,14,3,55.0,1.0
Fabián Balbuena,21,2,42.0,0.0
Fabricio Agosto Ramírez,54,1,43.0,0.0
Felipe Anderson Pereira Gomes,21,3,72.0,5.0
Filip Benkovic,13,2,50.0,0.0
Floyd Ayité,54,3,43.0,2.0
Frederick Woodman,4,1,40.0,0.0
Gonzalo Higuaín,8,4,96.0,2.0
Ibrahima Cissé,54,3,43.0,0.0
Isaac Mbenza,38,3,59.0,0.0
Issa Diop,21,2,44.0,1.0
James Maddison,13,3,68.0,9.0
Jamie Sterry,4,2,40.0,0.0
Jean Michael Seri,54,3,49.0,2.0
Jefferson Lerma,91,3,45.0,1.0
Joe Bryan,54,2,48.0,0.0
Joe Powell,21,3,45.0,0.0
Jorge Luiz Frello Filho,8,3,46.0,2.0
Josh Benson,90,3,45.0,0.0
Josh Knight,13,2,40.0,0.0
Juninho Bacuna,38,3,42.0,8.0
Karlan Grant,38,4,50.0,13.0
Kepa Arrizabalaga,8,1,54.0,11.0
Kevin McDonald,54,3,42.0,0.0
Kieran Dowell,11,3,45.0,0.0
Lucas Digne,11,2,52.0,6.0
Luciano Vietto,54,4,53.0,0.0
Marcus Bettinelli,54,1,43.0,0.0
Mateo Kovacic,8,3,57.0,0.0
Matthew Daly,38,3,45.0,0.0
Maxime Le Marchand,54,2,42.0,0.0
Miguel Almirón,4,3,60.0,5.0
Naby Keita,14,3,71.0,0.0
Neeskens Kebano,54,3,43.0,1.0
Rachid Ghezzal,13,3,50.0,0.0
Ricardo Domingos Barbosa Pereira,13,2,54.0,2.0
Rui Pedro da Rocha Fonte,54,3,44.0,0.0
Ryan Babel,54,3,55.0,9.0
Ryan Fredericks,21,2,45.0,0.0
Ryan Schofield,38,1,40.0,0.0
Ryan Sessegnon,54,3,60.0,1.0
Sean Longstaff,4,3,45.0,0.0
Sergio Rico,54,1,44.0,2.0
Stefan Johansen,54,3,50.0,0.0
Tim Ream,54,2,42.0,1.0
Tom Cairney,54,3,46.0,2.0
Yerry Mina,11,2,54.0,6.0
Yoshinori Muto,4,4,56.0,1.0
Youri Tielemans,13,3,60.0,5.0
Zeze Steven Sessegnon,54,2,40.0,0.0
Çaglar Söyüncü,13,2,49.0,0.0
