name,team,position,value,total_points
Patrick van Aanholt,31,2,56.0,6.0
Paulo Gazzaniga,6,1,45.0,2.0
Paul Pogba,1,3,84.0,0.0
Pedro Obiang,21,3,45.0,0.0
Pedro Rodríguez Ledesma,8,3,68.0,2.0
Phil Bardsley,90,2,43.0,0.0
Phil Jagielka,49,2,42.0,0.0
Phil Jones,1,2,48.0,0.0
Pierre-Emile Højbjerg,20,3,48.0,5.0
Raheem Sterling,43,3,120.0,7.0
Rhian Brewster,14,4,43.0,0.0
Riyad Mahrez,43,3,83.0,2.0
Robbie Brady,90,3,55.0,2.0
Robert Kenedy Nunes do Nascimento,8,3,53.0,0.0
Roberto Firmino,14,3,94.0,2.0
Roberto Pereyra,57,3,56.0,0.0
Robert Snodgrass,21,3,52.0,3.0
Rob Holding,3,2,45.0,0.0
Romelu Lukaku,1,4,85.0,0.0
Ross Barkley,8,3,56.0,0.0
Ruben Loftus-Cheek,8,3,63.0,0.0
Ryan Bertrand,20,2,48.0,2.0
Ryan Fraser,91,3,70.0,2.0
Sadio Mané,14,3,122.0,2.0
Sam Byram,45,2,44.0,1.0
Sam Surridge,91,4,44.0,0.0
Scott Dann,31,2,43.0,4.0
Scott McTominay,1,3,51.0,0.0
Seamus Coleman,11,2,53.0,0.0
Sebastian Prödl,57,2,40.0,0.0
Sergio Agüero,43,4,118.0,0.0
Sergio Romero,1,1,48.0,0.0
Shane Long,20,4,46.0,1.0
Shkodran Mustafi,3,2,52.0,4.0
Simon Francis,91,2,44.0,0.0
Simon Mignolet,14,1,45.0,0.0
Sofiane Boufal,20,3,55.0,1.0
Steven Defour,90,3,55.0,0.0
Steve Cook,91,2,50.0,1.0
Sung-yueng Ki,4,3,47.0,0.0
Theo Walcott,11,3,62.0,0.0
Toby Alderweireld,6,2,54.0,4.0
Tom Cleverley,57,3,49.0,0.0
Tom Davies,11,3,53.0,2.0
Tom Heaton,7,1,45.0,0.0
Trent Alexander-Arnold,14,3,72.0,10.0
Troy Deeney,57,4,62.0,0.0
Tyrone Mings,7,2,45.0,7.0
Victor Wanyama,6,3,48.0,0.0
Vincent Janssen,6,4,45.0,0.0
Virgil van Dijk,14,2,64.0,17.0
Wayne Hennessey,31,1,43.0,0.0
Wes Morgan,13,2,42.0,0.0
Wilfred Ndidi,13,3,50.0,2.0
Wilfried Zaha,31,3,66.0,11.0
Willian Borges Da Silva,8,3,71.0,1.0
Willy Caballero,8,1,48.0,0.0
Winston Reid,21,2,39.0,0.0
Xherdan Shaqiri,14,3,63.0,0.0
Aaron Mooy,36,3,48.0,2.0
Alexandre Lacazette,3,4,93.0,2.0
Alfie Whiteman,6,1,40.0,0.0
Andreas Christensen,8,2,49.0,0.0
Anthony Knockaert,36,3,54.0,0.0
Antonio Rüdiger,8,2,60.0,0.0
Aymeric Laporte,43,2,63.0,0.0
Ayoze Pérez,13,4,62.0,2.0
Beni Baningime,11,3,45.0,0.0
Benjamin Mendy,43,2,57.0,1.0
Ben Johnson,21,3,40.0,0.0
Beram Kayal,36,3,43.0,0.0
Bernardo Mota Veiga de Carvalho e Silva,43,3,79.0,1.0
Callum Hudson-Odoi,8,3,57.0,1.0
Cenk Tosun,31,4,57.0,0.0
Charlie Taylor,90,2,42.0,1.0
Christian Atsu,4,3,54.0,4.0
Chris Wood,90,4,62.0,2.0
Ciaran Clark,4,2,43.0,1.0
Dale Stephens,36,3,45.0,2.0
Danilo Luiz da Silva,43,2,50.0,0.0
Danny Ward,13,1,43.0,0.0
Davide Zappacosta,8,2,43.0,0.0
Davinson Sánchez,6,2,53.0,1.0
Davy Pröpper,36,3,49.0,2.0
Dwight Gayle,4,4,50.0,1.0
Dwight McNeil,90,4,60.0,1.0
Ederson Santana de Moraes,43,1,60.0,1.0
Edward Nketiah,3,4,43.0,0.0
Emerson Palmieri dos Santos,8,2,55.0,2.0
Ethan Ampadu,8,3,44.0,0.0
Ezequiel Schelotto,36,2,40.0,0.0
Fikayo Tomori,8,2,49.0,2.0
Florian Lejeune,4,2,44.0,0.0
Francisco Femenía Far,57,2,42.0,2.0
Gaëtan Bong,36,2,43.0,0.0
Glenn Murray,36,4,55.0,0.0
Grady Diangana,21,3,44.0,0.0
Grant Hanley,45,2,40.0,0.0
Hamza Choudhury,13,3,44.0,0.0
Harvey Barnes,13,3,59.0,2.0
Isaac Hayden,4,3,44.0,2.0
Jack Colback,4,3,44.0,0.0
Jack Simpson,91,2,39.0,0.0
Jacob Murphy,4,3,48.0,0.0
Jairo Riedewald,31,2,45.0,0.0
Jamaal Lascelles,4,2,44.0,0.0
Jan Bednarek,20,2,45.0,2.0
Javier Hernández Balcázar,21,4,60.0,0.0
Jonas Lössl,11,1,43.0,0.0
Jonjo Shelvey,4,3,50.0,9.0
Joseph Willock,3,3,49.0,2.0
José Heriberto Izquierdo Mena,36,3,54.0,0.0
Juan Foyth,6,2,49.0,0.0
Jürgen Locadia,36,4,52.0,0.0
Karl Darlow,4,1,44.0,0.0
Konstantinos Mavropanos,3,2,44.0,0.0
Kyle Walker-Peters,20,2,45.0,0.0
Lewis Dunk,36,2,46.0,8.0
Lucas Rodrigues Moura da Silva,6,3,70.0,1.0
Mario Lemina,20,3,47.0,0.0
Martin Dubravka,4,1,50.0,4.0
Mathew Ryan,36,1,47.0,2.0
Matty James,13,3,43.0,0.0
Matt Ritchie,4,3,53.0,0.0
Michael Obafemi,20,4,49.0,1.0
Mohamed Salah,14,3,122.0,3.0
Oliver Norwood,49,3,49.0,3.0
Pascal Groß,36,3,64.0,2.0
Paul Dummett,4,2,44.0,1.0
Philip Billing,91,3,50.0,0.0
Phil Foden,43,3,51.0,1.0
Pierre-Emerick Aubameyang,3,4,109.0,13.0
Rafael Camacho,14,3,45.0,0.0
Reiss Nelson,3,3,53.0,0.0
Richarlison de Andrade,11,3,79.0,8.0
Rolando Aarons,4,3,49.0,0.0
Sead Kolasinac,3,2,53.0,1.0
Serge Aurier,6,2,49.0,1.0
Shane Duffy,36,2,49.0,0.0
Solomon March,36,3,47.0,0.0
Tammy Abraham,8,4,79.0,0.0
Tim Krul,45,1,45.0,1.0
Victor Lindelöf,1,2,53.0,8.0
Wesley Hoedt,20,2,43.0,0.0
Will Hughes,57,3,55.0,3.0
Adam Masina,57,2,43.0,1.0
Addji Keaninkin Marc-Israel Guehi,8,2,40.0,0.0
Alexandre Nascimento Costa Silva,21,4,44.0,0.0
Alireza Jahanbakhsh,36,3,58.0,0.0
Alisson Ramses Becker,14,1,60.0,-1.0
Andriy Yarmolenko,21,3,58.0,0.0
André Filipe Tavares Gomes,11,3,53.0,0.0
Bernardo Fernandes da Silva Junior,36,2,43.0,0.0
Bernard Anício Caldeira Duarte,11,3,64.0,0.0
Bernd Leno,3,1,50.0,3.0
Bukayo Saka,3,3,45.0,1.0
Callum Slattery,20,3,44.0,0.0
Carlos Sánchez,21,3,44.0,0.0
Chris Mepham,91,2,43.0,0.0
Conor Coady,39,2,50.0,2.0
Dan Burn,36,2,45.0,1.0
David Brooks,91,3,63.0,0.0
David Button,36,1,40.0,0.0
Diego Rico,91,2,43.0,0.0
Diogo Jota,39,3,61.0,2.0
Emiliano Martínez,3,1,44.0,0.0
Fabian Schär,4,2,50.0,0.0
Fabio Henrique Tavares,14,3,55.0,0.0
Fabián Balbuena,21,2,43.0,7.0
Felipe Anderson Pereira Gomes,21,3,67.0,3.0
Florin Andone,36,4,48.0,0.0
Frederick Woodman,4,1,40.0,0.0
Frederico Rodrigues de Paula Santos,1,3,53.0,1.0
Harvey Elliott,14,3,45.0,0.0
Hélder Costa,39,3,49.0,0.0
Issa Diop,21,2,45.0,0.0
Ivan Cavaleiro,39,3,49.0,0.0
James Garner,1,3,44.0,0.0
James Maddison,13,3,76.0,2.0
Jannik Vestergaard,20,2,50.0,0.0
Jefferson Lerma,91,3,48.0,1.0
John Ruddy,39,1,44.0,0.0
Jonathan Castro Otto,39,2,54.0,2.0
Jorge Luiz Frello Filho,8,3,51.0,2.0
José Diogo Dalot Teixeira,1,2,49.0,0.0
João Filipe Iria Santos Moutinho,39,3,53.0,2.0
Kayne Ramsay,20,2,39.0,0.0
Ken Sema,57,3,48.0,0.0
Kepa Arrizabalaga,8,1,55.0,3.0
Kortney Hause,7,2,44.0,0.0
Leander Dendoncker,39,3,44.0,1.0
Leon Balogun,36,2,44.0,0.0
Lucas Digne,11,2,58.0,1.0
Lucas Torreira,3,3,47.0,1.0
Luke Amos,6,3,45.0,0.0
Marc Navarro,57,2,39.0,0.0
Mark Travers,91,1,43.0,0.0
Martín Montoya,36,2,45.0,1.0
Mason Greenwood,1,4,43.0,1.0
Mateo Kovacic,8,3,53.0,2.0
Matteo Guendouzi,3,3,46.0,2.0
Matt Doherty,39,2,60.0,10.0
Max Kilman,39,2,40.0,2.0
Max Meyer,31,3,52.0,0.0
Miguel Almirón,4,3,58.0,5.0
Mohamed Elyounoussi,20,3,53.0,0.0
Morgan Gibbs-White,39,3,47.0,0.0
Naby Keita,14,3,58.0,0.0
Oliver Skipp,6,3,44.0,0.0
Pontus Dahlberg,57,1,44.0,0.0
Rachid Ghezzal,13,3,52.0,0.0
Raúl Jiménez,39,4,76.0,5.0
Ricardo Domingos Barbosa Pereira,13,2,64.0,7.0
Romain Saïss,39,2,44.0,0.0
Rui Pedro dos Santos Patrício,39,1,52.0,3.0
Ryan Bennett,13,2,49.0,0.0
Ryan Fredericks,21,2,45.0,6.0
Ryan Sessegnon,6,3,54.0,0.0
Rúben Diogo da Silva Neves,39,3,53.0,2.0
Rúben Gonçalo Silva Nascimento Vinagre,39,2,43.0,0.0
Sam Gallagher,20,4,45.0,0.0
Sean Longstaff,4,3,50.0,0.0
Sokratis Papastathopoulos,3,2,50.0,0.0
Stuart Armstrong,20,3,52.0,0.0
Tahith Chong,1,3,44.0,0.0
Tyreke Johnson,20,3,44.0,0.0
Vicente Guaita,31,1,50.0,8.0
Víctor Camarasa,31,3,46.0,0.0
Willy Boly,39,2,49.0,0.0
Will Norris,39,1,40.0,0.0
Yan Valery,20,2,47.0,1.0
Yerry Mina,11,2,53.0,1.0
Yoshinori Muto,4,4,52.0,0.0
Youri Tielemans,13,3,67.0,2.0
Yves Bissouma,36,3,50.0,2.0
Çaglar Söyüncü,13,2,50.0,2.0
Aaron Connolly,36,4,47.0,2.0
Adam Idah,45,4,45.0,0.0
Adam Webster,36,2,44.0,1.0
Akin Famewo,45,2,40.0,0.0
Albian Ajeti,21,4,58.0,0.0
Alexander Tettey,45,3,45.0,0.0
Allan Saint-Maximin,4,3,54.0,2.0
Andre Green,7,3,49.0,0.0
Andy Lonergan,14,1,43.0,0.0
Anthony Gordon,11,4,45.0,0.0
Anwar El Ghazi,7,3,55.0,4.0
Archie Mair,45,1,40.0,0.0
Arnaut Danjuma Groeneveld,91,3,58.0,5.0
Ayotomiwa Dele-Bashiru,57,3,45.0,0.0
Bailey Peacock-Farrell,90,1,44.0,0.0
Ben Godfrey,45,2,44.0,1.0
Ben Osborn,49,3,47.0,0.0
Bernard Ashley-Seal,39,4,45.0,0.0
Billy Gilmour,8,3,45.0,0.0
Billy Sharp,49,4,57.0,0.0
Birkir Bjarnason,7,3,45.0,0.0
Bjorn Engels,7,2,45.0,0.0
Brandon Austin,6,1,40.0,0.0
Brandon Williams,1,2,40.0,0.0
Callum Robinson,49,3,52.0,1.0
Caoimhin Kelleher,14,1,45.0,0.0
Che Adams,20,4,54.0,0.0
Christian Pulisic,8,3,75.0,2.0
Christian Saydee,91,3,45.0,0.0
Christoph Zimmermann,45,2,44.0,1.0
Chris Basham,49,2,45.0,2.0
Conor Hourihane,7,3,57.0,2.0
Daniel Ceballos Fernández,3,3,53.0,0.0
Daniel N'Lundulu,20,4,45.0,0.0
David Martin,21,1,40.0,10.0
David McGoldrick,49,4,54.0,2.0
Dean Henderson,49,1,47.0,3.0
Dennis Praet,13,3,53.0,0.0
Dennis Srbeny,45,4,52.0,0.0
Dimitri Foulquier,57,2,40.0,1.0
Djibril Sidibé,11,2,53.0,4.0
Douglas Luiz Soares de Paulo,7,3,45.0,2.0
Emiliano Buendía,45,3,60.0,1.0
Emil Krafth,4,2,44.0,0.0
Enda Stevens,49,2,51.0,1.0
Eric Garcia,43,2,45.0,0.0
Ezri Konsa Ngoyo,7,2,43.0,1.0
Frédéric Guilbert,7,2,44.0,0.0
Gabriel Teodoro Martinelli Silva,3,4,45.0,1.0
Gavin Kilkenny,91,3,45.0,0.0
George Baldock,49,2,46.0,4.0
Giovani Lo Celso,6,3,73.0,1.0
Henri Lansbury,7,3,44.0,1.0
Ibrahim Amadou,45,3,45.0,2.0
Ismaïla Sarr,57,3,62.0,7.0
Jack Grealish,7,3,59.0,9.0
Jack O'Connell,49,2,46.0,1.0
Jack Stacey,91,2,43.0,1.0
Jake Eastwood,49,1,43.0,0.0
Jamal Lewis,45,2,45.0,0.0
James Justin,13,2,48.0,0.0
Jean-Philippe Gbamin,11,3,48.0,0.0
Jed Steer,7,1,44.0,0.0
Jesús Vallejo Lázaro,39,2,47.0,0.0
Jetro Willems,4,2,46.0,7.0
Joelinton Cássio Apolinário de Lira,4,4,57.0,2.0
John Egan,49,2,45.0,1.0
John Fleck,49,3,48.0,1.0
John Lundstram,49,2,50.0,2.0
John McGinn,7,3,59.0,2.0
Jonathan Kodjia,7,4,54.0,0.0
Josip Drmic,45,4,54.0,0.0
José Ignacio Peleteiro Romallo,7,3,58.0,0.0
José Ángel Esmorís Tasende,43,2,47.0,0.0
João Pedro Cavaco Cancelo,43,2,53.0,0.0
Keinan Davis,7,3,44.0,0.0
Kenny McLean,45,3,49.0,4.0
Kevin Danso,20,2,43.0,0.0
Kieran Tierney,3,2,54.0,0.0
Kieron Freeman,49,2,43.0,0.0
Leandro Trossard,36,3,58.0,4.0
Leon Clarke,49,4,45.0,0.0
Lewis Gibson,11,2,43.0,0.0
Lloyd Kelly,91,2,44.0,0.0
Lovre Kalinic,7,1,44.0,0.0
Luke Cundle,39,3,45.0,0.0
Luke Freeman,49,3,52.0,1.0
Mahmoud Ahmed Ibrahim Hassan,7,3,52.0,2.0
Marco Stiepermann,45,3,52.0,0.0
Mario Vrancic,45,3,62.0,0.0
Mark Duffy,49,3,52.0,0.0
Marvelous Nakamba,7,3,44.0,0.0
Mason Mount,8,3,67.0,2.0
Matthew Clarke,36,2,44.0,0.0
Matthew Longstaff,4,3,45.0,0.0
Maximillian Aarons,45,2,44.0,1.0
Michael McGovern,45,1,40.0,0.0
Michael Verrips,49,1,44.0,0.0
Moise Kean,11,4,64.0,1.0
Moritz Leitner,45,3,45.0,0.0
Moussa Djenepo,20,3,52.0,5.0
Neal Maupay,36,4,59.0,1.0
Nicolas Pépé,3,3,92.0,0.0
Onel Hernández,45,3,53.0,5.0
Owen Otasowie,39,3,45.0,0.0
Pablo Fornals,21,3,60.0,5.0
Patrick Cutrone,39,4,56.0,0.0
Patrick Roberts,45,3,52.0,0.0
Pedro Lomba Neto,39,3,50.0,0.0
Philip Heise,45,2,40.0,0.0
Ralf Fahrmann,45,1,44.0,0.0
Ravel Morrison,49,3,47.0,0.0
Reece James,8,2,50.0,2.0
Richard Stearman,49,2,40.0,0.0
Roberto Jimenez Gago,21,1,44.0,0.0
Rodrigo Hernandez,43,3,54.0,1.0
Scott Carson,43,1,40.0,0.0
Simon Moore,49,1,44.0,0.0
Stephen Henderson,31,1,40.0,0.0
Steven Alzate,36,3,45.0,1.0
Sébastien Haller,21,4,71.0,1.0
Tanguy Ndombele,6,3,58.0,2.0
Taylor Perry,39,3,45.0,0.0
Teemu Pukki,45,4,66.0,8.0
Timm Klose,45,2,44.0,0.0
Todd Cantwell,45,3,46.0,8.0
Tom Trybull,45,3,45.0,2.0
Troy Parrott,6,4,44.0,0.0
Tudor Baluta,36,2,40.0,0.0
Wesley Moraes,7,4,59.0,2.0
Ørjan Nyland,7,1,43.0,0.0
